PID,Measure,Item,Rating,Category
28,Felicity,Number_5,2,Abstract
28,Felicity,Color_Blue,3,Abstract
28,Felicity,Tree,2,Inanimate_Nature
28,Felicity,Moon,4,Inanimate_Nature
28,Felicity,Stone,2,Inanimate_Nature
28,Felicity,Pizza,2,Food
28,Felicity,Cheese,2,Food
28,Felicity,Sandwich,2,Food
28,Felicity,Vending_Machine,3,Animate_Artifacts
28,Felicity,Sewing_Machine,3,Animate_Artifacts
28,Felicity,Photocopier,4,Animate_Artifacts
28,Felicity,Dog,5,Animals
28,Felicity,Lizard,4,Animals
28,Felicity,Gorilla,4,Animals
28,Felicity,Microsoft,5,Group_Agents
28,Felicity,Government,6,Group_Agents
28,Felicity,Newspaper,4,Group_Agents
28,Felicity,My_Mother,7,Agents
28,Felicity,Doctor,6,Agents
28,Felicity,Cashier,6,Agents
29,Sense,ChatGPT,7,AI
29,Sense,LLM,7,AI
29,Sense,Self_Driving_Car,7,AI
29,Sense,AI,7,AI
29,Sense,Amazon_Alexa,7,AI
29,Sense,Robot,7,AI
29,Sense,Rectangle,2,Abstract
29,Sense,Number_5,4,Abstract
29,Sense,Color_Blue,2,Abstract
29,Sense,Tree,2,Inanimate_Nature
29,Sense,Moon,2,Inanimate_Nature
29,Sense,Stone,2,Inanimate_Nature
29,Sense,Pizza,7,Food
29,Sense,Cheese,7,Food
29,Sense,Sandwich,7,Food
29,Sense,Vending_Machine,7,Animate_Artifacts
29,Sense,Sewing_Machine,7,Animate_Artifacts
29,Sense,Photocopier,7,Animate_Artifacts
29,Sense,Dog,7,Animals
29,Sense,Lizard,7,Animals
29,Sense,Gorilla,7,Animals
29,Sense,Microsoft,7,Group_Agents
29,Sense,Government,7,Group_Agents
29,Sense,Newspaper,7,Group_Agents
29,Sense,My_Mother,7,Agents
29,Sense,Doctor,7,Agents
29,Sense,Cashier,7,Agents
30,Sense,ChatGPT,7,AI
30,Sense,LLM,7,AI
30,Sense,Self_Driving_Car,7,AI
30,Sense,AI,7,AI
30,Sense,Amazon_Alexa,7,AI
30,Sense,Robot,7,AI
30,Sense,Rectangle,1,Abstract
30,Sense,Number_5,1,Abstract
30,Sense,Color_Blue,1,Abstract
30,Sense,Tree,1,Inanimate_Nature
30,Sense,Moon,1,Inanimate_Nature
30,Sense,Stone,1,Inanimate_Nature
30,Sense,Pizza,1,Food
30,Sense,Cheese,1,Food
30,Sense,Sandwich,1,Food
30,Sense,Vending_Machine,1,Animate_Artifacts
30,Sense,Sewing_Machine,1,Animate_Artifacts
30,Sense,Photocopier,4,Animate_Artifacts
30,Sense,Dog,7,Animals
30,Sense,Lizard,1,Animals
30,Sense,Gorilla,7,Animals
30,Sense,Microsoft,7,Group_Agents
30,Sense,Government,7,Group_Agents
30,Sense,Newspaper,7,Group_Agents
30,Sense,My_Mother,7,Agents
30,Sense,Doctor,7,Agents
30,Sense,Cashier,7,Agents
31,Felicity,ChatGPT,6,AI
31,Felicity,LLM,4,AI
31,Felicity,Self_Driving_Car,6,AI
31,Felicity,AI,5,AI
31,Felicity,Amazon_Alexa,6,AI
31,Felicity,Robot,6,AI
31,Felicity,Rectangle,2,Abstract
31,Felicity,Number_5,3,Abstract
31,Felicity,Color_Blue,4,Abstract
31,Felicity,Tree,2,Inanimate_Nature
31,Felicity,Moon,4,Inanimate_Nature
31,Felicity,Stone,3,Inanimate_Nature
31,Felicity,Pizza,4,Food
31,Felicity,Cheese,3,Food
31,Felicity,Sandwich,3,Food
31,Felicity,Vending_Machine,4,Animate_Artifacts
31,Felicity,Sewing_Machine,4,Animate_Artifacts
31,Felicity,Photocopier,5,Animate_Artifacts
31,Felicity,Dog,6,Animals
31,Felicity,Lizard,4,Animals
31,Felicity,Gorilla,5,Animals
31,Felicity,Microsoft,5,Group_Agents
31,Felicity,Government,7,Group_Agents
31,Felicity,Newspaper,6,Group_Agents
31,Felicity,My_Mother,7,Agents
31,Felicity,Doctor,7,Agents
31,Felicity,Cashier,7,Agents
32,Felicity,ChatGPT,5,AI
32,Felicity,LLM,4,AI
32,Felicity,Self_Driving_Car,3,AI
32,Felicity,AI,3,AI
32,Felicity,Amazon_Alexa,7,AI
32,Felicity,Robot,6,AI
32,Felicity,Rectangle,1,Abstract
32,Felicity,Number_5,2,Abstract
32,Felicity,Color_Blue,1,Abstract
32,Felicity,Tree,1,Inanimate_Nature
32,Felicity,Moon,1,Inanimate_Nature
32,Felicity,Stone,1,Inanimate_Nature
32,Felicity,Pizza,2,Food
32,Felicity,Cheese,1,Food
32,Felicity,Sandwich,1,Food
32,Felicity,Vending_Machine,1,Animate_Artifacts
32,Felicity,Sewing_Machine,4,Animate_Artifacts
32,Felicity,Photocopier,3,Animate_Artifacts
32,Felicity,Dog,7,Animals
32,Felicity,Lizard,3,Animals
32,Felicity,Gorilla,5,Animals
32,Felicity,Microsoft,7,Group_Agents
32,Felicity,Government,6,Group_Agents
32,Felicity,Newspaper,6,Group_Agents
32,Felicity,My_Mother,7,Agents
32,Felicity,Doctor,7,Agents
32,Felicity,Cashier,7,Agents
33,Sense,ChatGPT,7,AI
33,Sense,LLM,7,AI
33,Sense,Self_Driving_Car,7,AI
33,Sense,AI,7,AI
33,Sense,Amazon_Alexa,7,AI
33,Sense,Robot,7,AI
33,Sense,Rectangle,1,Abstract
33,Sense,Number_5,1,Abstract
33,Sense,Color_Blue,1,Abstract
33,Sense,Tree,1,Inanimate_Nature
33,Sense,Moon,1,Inanimate_Nature
33,Sense,Stone,1,Inanimate_Nature
33,Sense,Pizza,1,Food
33,Sense,Cheese,1,Food
33,Sense,Sandwich,1,Food
33,Sense,Vending_Machine,1,Animate_Artifacts
33,Sense,Sewing_Machine,1,Animate_Artifacts
33,Sense,Photocopier,1,Animate_Artifacts
33,Sense,Dog,7,Animals
33,Sense,Lizard,7,Animals
33,Sense,Gorilla,7,Animals
33,Sense,Microsoft,7,Group_Agents
33,Sense,Government,7,Group_Agents
33,Sense,Newspaper,7,Group_Agents
33,Sense,My_Mother,7,Agents
33,Sense,Doctor,7,Agents
33,Sense,Cashier,7,Agents
34,Sense,ChatGPT,7,AI
34,Sense,LLM,1,AI
34,Sense,Self_Driving_Car,7,AI
34,Sense,AI,7,AI
34,Sense,Amazon_Alexa,7,AI
34,Sense,Robot,6,AI
34,Sense,Rectangle,1,Abstract
34,Sense,Number_5,1,Abstract
34,Sense,Color_Blue,1,Abstract
34,Sense,Tree,1,Inanimate_Nature
34,Sense,Moon,1,Inanimate_Nature
34,Sense,Stone,1,Inanimate_Nature
34,Sense,Pizza,5,Food
34,Sense,Cheese,5,Food
34,Sense,Sandwich,5,Food
34,Sense,Vending_Machine,5,Animate_Artifacts
34,Sense,Sewing_Machine,6,Animate_Artifacts
34,Sense,Photocopier,5,Animate_Artifacts
34,Sense,Dog,6,Animals
34,Sense,Lizard,1,Animals
34,Sense,Gorilla,3,Animals
34,Sense,Microsoft,6,Group_Agents
34,Sense,Government,7,Group_Agents
34,Sense,Newspaper,7,Group_Agents
34,Sense,My_Mother,7,Agents
34,Sense,Doctor,7,Agents
34,Sense,Cashier,7,Agents
35,Felicity,ChatGPT,5,AI
35,Felicity,LLM,4,AI
35,Felicity,Self_Driving_Car,4,AI
35,Felicity,AI,4,AI
35,Felicity,Amazon_Alexa,4,AI
35,Felicity,Robot,5,AI
35,Felicity,Rectangle,1,Abstract
35,Felicity,Number_5,1,Abstract
35,Felicity,Color_Blue,1,Abstract
35,Felicity,Tree,2,Inanimate_Nature
35,Felicity,Moon,1,Inanimate_Nature
35,Felicity,Stone,1,Inanimate_Nature
35,Felicity,Pizza,1,Food
35,Felicity,Cheese,1,Food
35,Felicity,Sandwich,1,Food
35,Felicity,Vending_Machine,3,Animate_Artifacts
35,Felicity,Sewing_Machine,1,Animate_Artifacts
35,Felicity,Photocopier,1,Animate_Artifacts
35,Felicity,Dog,7,Animals
35,Felicity,Lizard,1,Animals
35,Felicity,Gorilla,1,Animals
35,Felicity,Microsoft,5,Group_Agents
35,Felicity,Government,1,Group_Agents
35,Felicity,Newspaper,2,Group_Agents
35,Felicity,My_Mother,6,Agents
35,Felicity,Doctor,7,Agents
35,Felicity,Cashier,5,Agents
36,Sense,ChatGPT,6,AI
36,Sense,LLM,2,AI
36,Sense,Self_Driving_Car,7,AI
36,Sense,AI,7,AI
36,Sense,Amazon_Alexa,7,AI
36,Sense,Robot,7,AI
36,Sense,Rectangle,2,Abstract
36,Sense,Number_5,2,Abstract
36,Sense,Color_Blue,2,Abstract
36,Sense,Tree,2,Inanimate_Nature
36,Sense,Moon,2,Inanimate_Nature
36,Sense,Stone,3,Inanimate_Nature
36,Sense,Pizza,2,Food
36,Sense,Cheese,2,Food
36,Sense,Sandwich,3,Food
36,Sense,Vending_Machine,2,Animate_Artifacts
36,Sense,Sewing_Machine,2,Animate_Artifacts
36,Sense,Photocopier,5,Animate_Artifacts
36,Sense,Dog,7,Animals
36,Sense,Lizard,4,Animals
36,Sense,Gorilla,7,Animals
36,Sense,Microsoft,7,Group_Agents
36,Sense,Government,7,Group_Agents
36,Sense,Newspaper,7,Group_Agents
36,Sense,My_Mother,7,Agents
36,Sense,Doctor,7,Agents
36,Sense,Cashier,7,Agents
38,Felicity,ChatGPT,5,AI
38,Felicity,LLM,3,AI
38,Felicity,Self_Driving_Car,4,AI
38,Felicity,AI,4,AI
38,Felicity,Amazon_Alexa,5,AI
38,Felicity,Robot,5,AI
38,Felicity,Rectangle,2,Abstract
38,Felicity,Number_5,3,Abstract
38,Felicity,Color_Blue,2,Abstract
38,Felicity,Tree,5,Inanimate_Nature
38,Felicity,Moon,1,Inanimate_Nature
38,Felicity,Stone,1,Inanimate_Nature
38,Felicity,Pizza,1,Food
38,Felicity,Cheese,2,Food
38,Felicity,Sandwich,1,Food
38,Felicity,Vending_Machine,5,Animate_Artifacts
38,Felicity,Sewing_Machine,6,Animate_Artifacts
38,Felicity,Photocopier,5,Animate_Artifacts
38,Felicity,Dog,5,Animals
38,Felicity,Lizard,3,Animals
38,Felicity,Gorilla,2,Animals
38,Felicity,Microsoft,4,Group_Agents
38,Felicity,Government,5,Group_Agents
38,Felicity,Newspaper,5,Group_Agents
38,Felicity,My_Mother,7,Agents
38,Felicity,Doctor,6,Agents
38,Felicity,Cashier,6,Agents
39,Felicity,ChatGPT,7,AI
39,Felicity,LLM,2,AI
39,Felicity,Self_Driving_Car,7,AI
39,Felicity,AI,7,AI
39,Felicity,Amazon_Alexa,7,AI
39,Felicity,Robot,6,AI
39,Felicity,Rectangle,1,Abstract
39,Felicity,Number_5,1,Abstract
39,Felicity,Color_Blue,1,Abstract
39,Felicity,Tree,2,Inanimate_Nature
39,Felicity,Moon,1,Inanimate_Nature
39,Felicity,Stone,2,Inanimate_Nature
39,Felicity,Pizza,3,Food
39,Felicity,Cheese,4,Food
39,Felicity,Sandwich,4,Food
39,Felicity,Vending_Machine,4,Animate_Artifacts
39,Felicity,Sewing_Machine,5,Animate_Artifacts
39,Felicity,Photocopier,5,Animate_Artifacts
39,Felicity,Dog,3,Animals
39,Felicity,Lizard,3,Animals
39,Felicity,Gorilla,3,Animals
39,Felicity,Microsoft,7,Group_Agents
39,Felicity,Government,7,Group_Agents
39,Felicity,Newspaper,7,Group_Agents
39,Felicity,My_Mother,7,Agents
39,Felicity,Doctor,7,Agents
39,Felicity,Cashier,7,Agents
40,Felicity,ChatGPT,5,AI
40,Felicity,LLM,1,AI
40,Felicity,Self_Driving_Car,5,AI
40,Felicity,AI,5,AI
40,Felicity,Amazon_Alexa,5,AI
40,Felicity,Robot,3,AI
40,Felicity,Rectangle,1,Abstract
40,Felicity,Number_5,1,Abstract
40,Felicity,Color_Blue,2,Abstract
40,Felicity,Tree,3,Inanimate_Nature
40,Felicity,Moon,2,Inanimate_Nature
40,Felicity,Stone,1,Inanimate_Nature
40,Felicity,Pizza,1,Food
40,Felicity,Cheese,2,Food
40,Felicity,Sandwich,1,Food
40,Felicity,Vending_Machine,5,Animate_Artifacts
40,Felicity,Sewing_Machine,2,Animate_Artifacts
40,Felicity,Photocopier,2,Animate_Artifacts
40,Felicity,Dog,7,Animals
40,Felicity,Lizard,1,Animals
40,Felicity,Gorilla,5,Animals
40,Felicity,Microsoft,6,Group_Agents
40,Felicity,Government,5,Group_Agents
40,Felicity,Newspaper,6,Group_Agents
40,Felicity,My_Mother,7,Agents
40,Felicity,Doctor,7,Agents
40,Felicity,Cashier,7,Agents
41,Sense,ChatGPT,7,AI
41,Sense,LLM,7,AI
41,Sense,Self_Driving_Car,7,AI
41,Sense,AI,7,AI
41,Sense,Amazon_Alexa,7,AI
41,Sense,Robot,7,AI
41,Sense,Rectangle,1,Abstract
41,Sense,Number_5,4,Abstract
41,Sense,Color_Blue,1,Abstract
41,Sense,Tree,1,Inanimate_Nature
41,Sense,Moon,1,Inanimate_Nature
41,Sense,Stone,1,Inanimate_Nature
41,Sense,Pizza,1,Food
41,Sense,Cheese,1,Food
41,Sense,Sandwich,1,Food
41,Sense,Vending_Machine,4,Animate_Artifacts
41,Sense,Sewing_Machine,7,Animate_Artifacts
41,Sense,Photocopier,7,Animate_Artifacts
41,Sense,Dog,7,Animals
41,Sense,Lizard,7,Animals
41,Sense,Gorilla,7,Animals
41,Sense,Microsoft,7,Group_Agents
41,Sense,Government,7,Group_Agents
41,Sense,Newspaper,7,Group_Agents
41,Sense,My_Mother,7,Agents
41,Sense,Doctor,7,Agents
41,Sense,Cashier,7,Agents
42,Sense,ChatGPT,7,AI
42,Sense,LLM,7,AI
42,Sense,Self_Driving_Car,7,AI
42,Sense,AI,7,AI
42,Sense,Amazon_Alexa,7,AI
42,Sense,Robot,4,AI
42,Sense,Rectangle,1,Abstract
42,Sense,Number_5,1,Abstract
42,Sense,Color_Blue,1,Abstract
42,Sense,Tree,1,Inanimate_Nature
42,Sense,Moon,4,Inanimate_Nature
42,Sense,Stone,1,Inanimate_Nature
42,Sense,Pizza,1,Food
42,Sense,Cheese,1,Food
42,Sense,Sandwich,1,Food
42,Sense,Vending_Machine,7,Animate_Artifacts
42,Sense,Sewing_Machine,7,Animate_Artifacts
42,Sense,Photocopier,7,Animate_Artifacts
42,Sense,Dog,7,Animals
42,Sense,Lizard,1,Animals
42,Sense,Gorilla,1,Animals
42,Sense,Microsoft,7,Group_Agents
42,Sense,Government,7,Group_Agents
42,Sense,Newspaper,4,Group_Agents
42,Sense,My_Mother,7,Agents
42,Sense,Doctor,7,Agents
42,Sense,Cashier,7,Agents
43,Sense,ChatGPT,6,AI
43,Sense,LLM,5,AI
43,Sense,Self_Driving_Car,7,AI
43,Sense,AI,6,AI
43,Sense,Amazon_Alexa,3,AI
43,Sense,Robot,6,AI
43,Sense,Rectangle,1,Abstract
43,Sense,Number_5,1,Abstract
43,Sense,Color_Blue,1,Abstract
43,Sense,Tree,1,Inanimate_Nature
43,Sense,Moon,1,Inanimate_Nature
43,Sense,Stone,1,Inanimate_Nature
43,Sense,Pizza,1,Food
43,Sense,Cheese,1,Food
43,Sense,Sandwich,1,Food
43,Sense,Vending_Machine,1,Animate_Artifacts
43,Sense,Sewing_Machine,2,Animate_Artifacts
43,Sense,Photocopier,2,Animate_Artifacts
43,Sense,Dog,5,Animals
43,Sense,Lizard,2,Animals
43,Sense,Gorilla,3,Animals
43,Sense,Microsoft,6,Group_Agents
43,Sense,Government,6,Group_Agents
43,Sense,Newspaper,1,Group_Agents
43,Sense,My_Mother,7,Agents
43,Sense,Doctor,7,Agents
43,Sense,Cashier,6,Agents
44,Felicity,ChatGPT,1,AI
44,Felicity,LLM,1,AI
44,Felicity,Self_Driving_Car,4,AI
44,Felicity,AI,1,AI
44,Felicity,Amazon_Alexa,1,AI
44,Felicity,Robot,1,AI
44,Felicity,Rectangle,1,Abstract
44,Felicity,Number_5,1,Abstract
44,Felicity,Color_Blue,1,Abstract
44,Felicity,Tree,1,Inanimate_Nature
44,Felicity,Moon,3,Inanimate_Nature
44,Felicity,Stone,1,Inanimate_Nature
44,Felicity,Pizza,1,Food
44,Felicity,Cheese,1,Food
44,Felicity,Sandwich,1,Food
44,Felicity,Vending_Machine,1,Animate_Artifacts
44,Felicity,Sewing_Machine,1,Animate_Artifacts
44,Felicity,Photocopier,1,Animate_Artifacts
44,Felicity,Dog,3,Animals
44,Felicity,Lizard,3,Animals
44,Felicity,Gorilla,1,Animals
44,Felicity,Microsoft,1,Group_Agents
44,Felicity,Government,1,Group_Agents
44,Felicity,Newspaper,1,Group_Agents
44,Felicity,My_Mother,7,Agents
44,Felicity,Doctor,4,Agents
44,Felicity,Cashier,3,Agents
45,Felicity,ChatGPT,6,AI
45,Felicity,LLM,2,AI
45,Felicity,Self_Driving_Car,7,AI
45,Felicity,AI,5,AI
45,Felicity,Amazon_Alexa,4,AI
45,Felicity,Robot,6,AI
45,Felicity,Rectangle,1,Abstract
45,Felicity,Number_5,4,Abstract
45,Felicity,Color_Blue,2,Abstract
45,Felicity,Tree,1,Inanimate_Nature
45,Felicity,Moon,1,Inanimate_Nature
45,Felicity,Stone,1,Inanimate_Nature
45,Felicity,Pizza,1,Food
45,Felicity,Cheese,1,Food
45,Felicity,Sandwich,1,Food
45,Felicity,Vending_Machine,1,Animate_Artifacts
45,Felicity,Sewing_Machine,5,Animate_Artifacts
45,Felicity,Photocopier,2,Animate_Artifacts
45,Felicity,Dog,7,Animals
45,Felicity,Lizard,2,Animals
45,Felicity,Gorilla,1,Animals
45,Felicity,Microsoft,6,Group_Agents
45,Felicity,Government,7,Group_Agents
45,Felicity,Newspaper,5,Group_Agents
45,Felicity,My_Mother,7,Agents
45,Felicity,Doctor,7,Agents
45,Felicity,Cashier,6,Agents
46,Felicity,ChatGPT,7,AI
46,Felicity,LLM,5,AI
46,Felicity,Self_Driving_Car,1,AI
46,Felicity,AI,7,AI
46,Felicity,Amazon_Alexa,7,AI
46,Felicity,Robot,6,AI
46,Felicity,Rectangle,2,Abstract
46,Felicity,Number_5,7,Abstract
46,Felicity,Color_Blue,3,Abstract
46,Felicity,Tree,4,Inanimate_Nature
46,Felicity,Moon,5,Inanimate_Nature
46,Felicity,Stone,2,Inanimate_Nature
46,Felicity,Pizza,2,Food
46,Felicity,Cheese,2,Food
46,Felicity,Sandwich,1,Food
46,Felicity,Vending_Machine,4,Animate_Artifacts
46,Felicity,Sewing_Machine,3,Animate_Artifacts
46,Felicity,Photocopier,6,Animate_Artifacts
46,Felicity,Dog,6,Animals
46,Felicity,Lizard,5,Animals
46,Felicity,Gorilla,6,Animals
46,Felicity,Microsoft,7,Group_Agents
46,Felicity,Government,7,Group_Agents
46,Felicity,Newspaper,2,Group_Agents
46,Felicity,My_Mother,7,Agents
46,Felicity,Doctor,7,Agents
46,Felicity,Cashier,7,Agents
47,Sense,ChatGPT,7,AI
47,Sense,LLM,1,AI
47,Sense,Self_Driving_Car,7,AI
47,Sense,AI,7,AI
47,Sense,Amazon_Alexa,7,AI
47,Sense,Robot,7,AI
47,Sense,Rectangle,1,Abstract
47,Sense,Number_5,1,Abstract
47,Sense,Color_Blue,1,Abstract
47,Sense,Tree,1,Inanimate_Nature
47,Sense,Moon,1,Inanimate_Nature
47,Sense,Stone,1,Inanimate_Nature
47,Sense,Pizza,1,Food
47,Sense,Cheese,1,Food
47,Sense,Sandwich,1,Food
47,Sense,Vending_Machine,1,Animate_Artifacts
47,Sense,Sewing_Machine,7,Animate_Artifacts
47,Sense,Photocopier,1,Animate_Artifacts
47,Sense,Dog,7,Animals
47,Sense,Lizard,1,Animals
47,Sense,Gorilla,1,Animals
47,Sense,Microsoft,7,Group_Agents
47,Sense,Government,7,Group_Agents
47,Sense,Newspaper,7,Group_Agents
47,Sense,My_Mother,7,Agents
47,Sense,Doctor,7,Agents
47,Sense,Cashier,7,Agents
48,Sense,ChatGPT,5,AI
48,Sense,LLM,4,AI
48,Sense,Self_Driving_Car,1,AI
48,Sense,AI,1,AI
48,Sense,Amazon_Alexa,5,AI
48,Sense,Robot,1,AI
48,Sense,Rectangle,1,Abstract
48,Sense,Number_5,1,Abstract
48,Sense,Color_Blue,1,Abstract
48,Sense,Tree,1,Inanimate_Nature
48,Sense,Moon,1,Inanimate_Nature
48,Sense,Stone,1,Inanimate_Nature
48,Sense,Pizza,1,Food
48,Sense,Cheese,1,Food
48,Sense,Sandwich,1,Food
48,Sense,Vending_Machine,1,Animate_Artifacts
48,Sense,Sewing_Machine,1,Animate_Artifacts
48,Sense,Photocopier,1,Animate_Artifacts
48,Sense,Dog,4,Animals
48,Sense,Lizard,4,Animals
48,Sense,Gorilla,4,Animals
48,Sense,Microsoft,4,Group_Agents
48,Sense,Government,7,Group_Agents
48,Sense,Newspaper,3,Group_Agents
48,Sense,My_Mother,7,Agents
48,Sense,Doctor,7,Agents
48,Sense,Cashier,6,Agents
49,Sense,ChatGPT,7,AI
49,Sense,LLM,7,AI
49,Sense,Self_Driving_Car,7,AI
49,Sense,AI,7,AI
49,Sense,Amazon_Alexa,7,AI
49,Sense,Robot,7,AI
49,Sense,Rectangle,2,Abstract
49,Sense,Number_5,2,Abstract
49,Sense,Color_Blue,2,Abstract
49,Sense,Tree,2,Inanimate_Nature
49,Sense,Moon,2,Inanimate_Nature
49,Sense,Stone,7,Inanimate_Nature
49,Sense,Pizza,7,Food
49,Sense,Cheese,7,Food
49,Sense,Sandwich,7,Food
49,Sense,Vending_Machine,5,Animate_Artifacts
49,Sense,Sewing_Machine,5,Animate_Artifacts
49,Sense,Photocopier,7,Animate_Artifacts
49,Sense,Dog,7,Animals
49,Sense,Lizard,7,Animals
49,Sense,Gorilla,7,Animals
49,Sense,Microsoft,7,Group_Agents
49,Sense,Government,7,Group_Agents
49,Sense,Newspaper,7,Group_Agents
49,Sense,My_Mother,7,Agents
49,Sense,Doctor,7,Agents
49,Sense,Cashier,7,Agents
50,Felicity,ChatGPT,7,AI
50,Felicity,LLM,4,AI
50,Felicity,Self_Driving_Car,7,AI
50,Felicity,AI,7,AI
50,Felicity,Amazon_Alexa,7,AI
50,Felicity,Robot,7,AI
50,Felicity,Rectangle,1,Abstract
50,Felicity,Number_5,7,Abstract
50,Felicity,Color_Blue,3,Abstract
50,Felicity,Tree,1,Inanimate_Nature
50,Felicity,Moon,1,Inanimate_Nature
50,Felicity,Stone,1,Inanimate_Nature
50,Felicity,Pizza,7,Food
50,Felicity,Cheese,1,Food
50,Felicity,Sandwich,1,Food
50,Felicity,Vending_Machine,4,Animate_Artifacts
50,Felicity,Sewing_Machine,7,Animate_Artifacts
50,Felicity,Photocopier,7,Animate_Artifacts
50,Felicity,Dog,7,Animals
50,Felicity,Lizard,7,Animals
50,Felicity,Gorilla,7,Animals
50,Felicity,Microsoft,7,Group_Agents
50,Felicity,Government,7,Group_Agents
50,Felicity,Newspaper,7,Group_Agents
50,Felicity,My_Mother,7,Agents
50,Felicity,Doctor,7,Agents
50,Felicity,Cashier,7,Agents
51,Felicity,ChatGPT,6,AI
51,Felicity,LLM,4,AI
51,Felicity,Self_Driving_Car,5,AI
51,Felicity,AI,5,AI
51,Felicity,Amazon_Alexa,6,AI
51,Felicity,Robot,5,AI
51,Felicity,Rectangle,2,Abstract
51,Felicity,Number_5,5,Abstract
51,Felicity,Color_Blue,2,Abstract
51,Felicity,Tree,3,Inanimate_Nature
51,Felicity,Moon,2,Inanimate_Nature
51,Felicity,Stone,3,Inanimate_Nature
51,Felicity,Pizza,4,Food
51,Felicity,Cheese,4,Food
51,Felicity,Sandwich,2,Food
51,Felicity,Vending_Machine,5,Animate_Artifacts
51,Felicity,Sewing_Machine,5,Animate_Artifacts
51,Felicity,Photocopier,5,Animate_Artifacts
51,Felicity,Dog,5,Animals
51,Felicity,Lizard,5,Animals
51,Felicity,Gorilla,5,Animals
51,Felicity,Microsoft,6,Group_Agents
51,Felicity,Government,5,Group_Agents
51,Felicity,Newspaper,5,Group_Agents
51,Felicity,My_Mother,7,Agents
51,Felicity,Doctor,7,Agents
51,Felicity,Cashier,7,Agents
52,Sense,ChatGPT,7,AI
52,Sense,LLM,4,AI
52,Sense,Self_Driving_Car,7,AI
52,Sense,AI,7,AI
52,Sense,Amazon_Alexa,7,AI
52,Sense,Robot,7,AI
52,Sense,Rectangle,1,Abstract
52,Sense,Number_5,1,Abstract
52,Sense,Color_Blue,2,Abstract
52,Sense,Tree,3,Inanimate_Nature
52,Sense,Moon,4,Inanimate_Nature
52,Sense,Stone,3,Inanimate_Nature
52,Sense,Pizza,2,Food
52,Sense,Cheese,1,Food
52,Sense,Sandwich,2,Food
52,Sense,Vending_Machine,7,Animate_Artifacts
52,Sense,Sewing_Machine,7,Animate_Artifacts
52,Sense,Photocopier,7,Animate_Artifacts
52,Sense,Dog,7,Animals
52,Sense,Lizard,7,Animals
52,Sense,Gorilla,7,Animals
52,Sense,Microsoft,7,Group_Agents
52,Sense,Government,7,Group_Agents
52,Sense,Newspaper,7,Group_Agents
52,Sense,My_Mother,7,Agents
52,Sense,Doctor,7,Agents
52,Sense,Cashier,7,Agents
53,Felicity,ChatGPT,1,AI
53,Felicity,LLM,3,AI
53,Felicity,Self_Driving_Car,3,AI
53,Felicity,AI,2,AI
53,Felicity,Amazon_Alexa,2,AI
53,Felicity,Robot,2,AI
53,Felicity,Rectangle,1,Abstract
53,Felicity,Number_5,2,Abstract
53,Felicity,Color_Blue,2,Abstract
53,Felicity,Tree,2,Inanimate_Nature
53,Felicity,Moon,1,Inanimate_Nature
53,Felicity,Stone,1,Inanimate_Nature
53,Felicity,Pizza,1,Food
53,Felicity,Cheese,1,Food
53,Felicity,Sandwich,4,Food
53,Felicity,Vending_Machine,1,Animate_Artifacts
53,Felicity,Sewing_Machine,1,Animate_Artifacts
53,Felicity,Photocopier,1,Animate_Artifacts
53,Felicity,Dog,3,Animals
53,Felicity,Lizard,2,Animals
53,Felicity,Gorilla,1,Animals
53,Felicity,Microsoft,1,Group_Agents
53,Felicity,Government,2,Group_Agents
53,Felicity,Newspaper,2,Group_Agents
53,Felicity,My_Mother,6,Agents
53,Felicity,Doctor,5,Agents
53,Felicity,Cashier,2,Agents
54,Felicity,ChatGPT,7,AI
54,Felicity,LLM,1,AI
54,Felicity,Self_Driving_Car,5,AI
54,Felicity,AI,5,AI
54,Felicity,Amazon_Alexa,3,AI
54,Felicity,Robot,6,AI
54,Felicity,Rectangle,3,Abstract
54,Felicity,Number_5,3,Abstract
54,Felicity,Color_Blue,2,Abstract
54,Felicity,Tree,3,Inanimate_Nature
54,Felicity,Moon,3,Inanimate_Nature
54,Felicity,Stone,1,Inanimate_Nature
54,Felicity,Pizza,2,Food
54,Felicity,Cheese,1,Food
54,Felicity,Sandwich,1,Food
54,Felicity,Vending_Machine,5,Animate_Artifacts
54,Felicity,Sewing_Machine,5,Animate_Artifacts
54,Felicity,Photocopier,3,Animate_Artifacts
54,Felicity,Dog,6,Animals
54,Felicity,Lizard,3,Animals
54,Felicity,Gorilla,3,Animals
54,Felicity,Microsoft,5,Group_Agents
54,Felicity,Government,7,Group_Agents
54,Felicity,Newspaper,7,Group_Agents
54,Felicity,My_Mother,7,Agents
54,Felicity,Doctor,7,Agents
54,Felicity,Cashier,7,Agents
55,Sense,ChatGPT,3,AI
55,Sense,LLM,1,AI
55,Sense,Self_Driving_Car,5,AI
55,Sense,AI,3,AI
55,Sense,Amazon_Alexa,4,AI
55,Sense,Robot,4,AI
55,Sense,Rectangle,1,Abstract
55,Sense,Number_5,1,Abstract
55,Sense,Color_Blue,1,Abstract
55,Sense,Tree,1,Inanimate_Nature
55,Sense,Moon,1,Inanimate_Nature
55,Sense,Stone,1,Inanimate_Nature
55,Sense,Pizza,1,Food
55,Sense,Cheese,1,Food
55,Sense,Sandwich,1,Food
55,Sense,Vending_Machine,6,Animate_Artifacts
