"PID","Trust_Type","Item","Measure","Rating","Category"
115,"Trustworthiness","Cheese","Felicity",3,"Food"
115,"Trustworthiness","Sandwich","Felicity",3,"Food"
115,"Trustworthiness","Vending_Machine","Felicity",2,"Animate_Artifacts"
115,"Trustworthiness","Sewing_Machine","Felicity",2,"Animate_Artifacts"
115,"Trustworthiness","Photocopier","Felicity",2,"Animate_Artifacts"
115,"Trustworthiness","Dog","Felicity",6,"Animals"
115,"Trustworthiness","Lizard","Felicity",4,"Animals"
115,"Trustworthiness","Gorilla","Felicity",6,"Animals"
115,"Trustworthiness","Microsoft","Felicity",6,"Groups"
115,"Trustworthiness","Government","Felicity",7,"Groups"
115,"Trustworthiness","Newspaper","Felicity",7,"Groups"
115,"Trustworthiness","My_Mother","Sense0",7,"Humans"
115,"Trustworthiness","Doctor","Sense1",7,"Humans"
115,"Trustworthiness","Cashier","Sense2",6,"Humans"
115,"Trustworthiness","Table","Sense3",7,"Inanimate_Artifiacts"
115,"Trustworthiness","Chair","Sense4",7,"Inanimate_Artifiacts"
115,"Trustworthiness","Shelf","Sense5",4,"Inanimate_Artifiacts"
116,"2_Place_Trust","ChatGPT","Felicity",6,"AI"
116,"2_Place_Trust","LLM","Felicity",3,"AI"
116,"2_Place_Trust","Self_Driving_Car","Felicity",4,"AI"
116,"2_Place_Trust","AI","Felicity",5,"AI"
116,"2_Place_Trust","Amazon_Alexa","Felicity",5,"AI"
116,"2_Place_Trust","Robot","Felicity",5,"AI"
116,"2_Place_Trust","Rectangle","Felicity",6,"Abstract"
116,"2_Place_Trust","Number_5","Felicity",2,"Abstract"
116,"2_Place_Trust","Color_Blue","Felicity",6,"Abstract"
116,"2_Place_Trust","Tree","Felicity",4,"Inanimate_Nature"
116,"2_Place_Trust","Moon","Felicity",3,"Inanimate_Nature"
116,"2_Place_Trust","Stone","Felicity",6,"Inanimate_Nature"
116,"2_Place_Trust","Pizza","Felicity",2,"Food"
116,"2_Place_Trust","Cheese","Felicity",3,"Food"
116,"2_Place_Trust","Sandwich","Felicity",3,"Food"
116,"2_Place_Trust","Vending_Machine","Felicity",5,"Animate_Artifacts"
116,"2_Place_Trust","Sewing_Machine","Felicity",7,"Animate_Artifacts"
116,"2_Place_Trust","Photocopier","Felicity",3,"Animate_Artifacts"
116,"2_Place_Trust","Dog","Felicity",5,"Animals"
116,"2_Place_Trust","Lizard","Felicity",3,"Animals"
116,"2_Place_Trust","Gorilla","Felicity",2,"Animals"
116,"2_Place_Trust","Microsoft","Felicity",6,"Groups"
116,"2_Place_Trust","Government","Felicity",6,"Groups"
116,"2_Place_Trust","Newspaper","Felicity",6,"Groups"
116,"2_Place_Trust","My_Mother","Sense0",7,"Humans"
116,"2_Place_Trust","Doctor","Sense1",7,"Humans"
116,"2_Place_Trust","Cashier","Sense2",6,"Humans"
116,"2_Place_Trust","Table","Sense3",4,"Inanimate_Artifiacts"
116,"2_Place_Trust","Chair","Sense4",2,"Inanimate_Artifiacts"
116,"2_Place_Trust","Shelf","Sense5",3,"Inanimate_Artifiacts"
117,"2_Place_Trust","ChatGPT","Sense",7,"AI"
117,"2_Place_Trust","LLM","Sense",6,"AI"
117,"2_Place_Trust","Self_Driving_Car","Sense",7,"AI"
117,"2_Place_Trust","AI","Sense",7,"AI"
117,"2_Place_Trust","Amazon_Alexa","Sense",6,"AI"
117,"2_Place_Trust","Robot","Sense",7,"AI"
117,"2_Place_Trust","Rectangle","Sense",1,"Abstract"
117,"2_Place_Trust","Number_5","Sense",1,"Abstract"
117,"2_Place_Trust","Color_Blue","Sense",1,"Abstract"
117,"2_Place_Trust","Tree","Sense",2,"Inanimate_Nature"
117,"2_Place_Trust","Moon","Sense",2,"Inanimate_Nature"
117,"2_Place_Trust","Stone","Sense",2,"Inanimate_Nature"
117,"2_Place_Trust","Pizza","Sense",2,"Food"
117,"2_Place_Trust","Cheese","Sense",4,"Food"
117,"2_Place_Trust","Sandwich","Sense",2,"Food"
117,"2_Place_Trust","Vending_Machine","Sense",3,"Animate_Artifacts"
117,"2_Place_Trust","Sewing_Machine","Sense",2,"Animate_Artifacts"
117,"2_Place_Trust","Photocopier","Sense",3,"Animate_Artifacts"
117,"2_Place_Trust","Dog","Sense",7,"Animals"
117,"2_Place_Trust","Lizard","Sense",6,"Animals"
117,"2_Place_Trust","Gorilla","Sense",6,"Animals"
117,"2_Place_Trust","Microsoft","Sense",7,"Groups"
117,"2_Place_Trust","Government","Sense",7,"Groups"
117,"2_Place_Trust","Newspaper","Sense",3,"Groups"
117,"2_Place_Trust","My_Mother","Sense",7,"Humans"
117,"2_Place_Trust","Doctor","Sense",7,"Humans"
117,"2_Place_Trust","Cashier","Sense",7,"Humans"
117,"2_Place_Trust","Table","Sense",2,"Inanimate_Artifiacts"
117,"2_Place_Trust","Chair","Sense",5,"Inanimate_Artifiacts"
117,"2_Place_Trust","Shelf","Sense",2,"Inanimate_Artifiacts"
118,"Trustworthiness","ChatGPT","Felicity",7,"AI"
118,"Trustworthiness","LLM","Felicity",5,"AI"
118,"Trustworthiness","Self_Driving_Car","Felicity",6,"AI"
118,"Trustworthiness","AI","Felicity",5,"AI"
118,"Trustworthiness","Amazon_Alexa","Felicity",6,"AI"
118,"Trustworthiness","Robot","Felicity",6,"AI"
118,"Trustworthiness","Rectangle","Felicity",1,"Abstract"
118,"Trustworthiness","Number_5","Felicity",1,"Abstract"
118,"Trustworthiness","Color_Blue","Felicity",1,"Abstract"
118,"Trustworthiness","Tree","Felicity",1,"Inanimate_Nature"
118,"Trustworthiness","Moon","Felicity",1,"Inanimate_Nature"
118,"Trustworthiness","Stone","Felicity",1,"Inanimate_Nature"
118,"Trustworthiness","Pizza","Felicity",1,"Food"
118,"Trustworthiness","Cheese","Felicity",1,"Food"
118,"Trustworthiness","Sandwich","Felicity",1,"Food"
118,"Trustworthiness","Vending_Machine","Felicity",5,"Animate_Artifacts"
118,"Trustworthiness","Sewing_Machine","Felicity",1,"Animate_Artifacts"
118,"Trustworthiness","Photocopier","Felicity",3,"Animate_Artifacts"
118,"Trustworthiness","Dog","Felicity",6,"Animals"
118,"Trustworthiness","Lizard","Felicity",5,"Animals"
118,"Trustworthiness","Gorilla","Felicity",6,"Animals"
118,"Trustworthiness","Microsoft","Felicity",6,"Groups"
118,"Trustworthiness","Government","Felicity",6,"Groups"
118,"Trustworthiness","Newspaper","Felicity",6,"Groups"
118,"Trustworthiness","My_Mother","Sense0",7,"Humans"
118,"Trustworthiness","Doctor","Sense1",7,"Humans"
118,"Trustworthiness","Cashier","Sense2",7,"Humans"
118,"Trustworthiness","Table","Sense3",1,"Inanimate_Artifiacts"
118,"Trustworthiness","Chair","Sense4",1,"Inanimate_Artifiacts"
118,"Trustworthiness","Shelf","Sense5",1,"Inanimate_Artifiacts"
119,"1_Place_Trust","ChatGPT","Sense",6,"AI"
119,"1_Place_Trust","LLM","Sense",2,"AI"
119,"1_Place_Trust","Self_Driving_Car","Sense",6,"AI"
119,"1_Place_Trust","AI","Sense",6,"AI"
119,"1_Place_Trust","Amazon_Alexa","Sense",6,"AI"
119,"1_Place_Trust","Robot","Sense",7,"AI"
119,"1_Place_Trust","Rectangle","Sense",1,"Abstract"
119,"1_Place_Trust","Number_5","Sense",1,"Abstract"
119,"1_Place_Trust","Color_Blue","Sense",2,"Abstract"
119,"1_Place_Trust","Tree","Sense",4,"Inanimate_Nature"
119,"1_Place_Trust","Moon","Sense",2,"Inanimate_Nature"
119,"1_Place_Trust","Stone","Sense",3,"Inanimate_Nature"
119,"1_Place_Trust","Pizza","Sense",2,"Food"
119,"1_Place_Trust","Cheese","Sense",3,"Food"
119,"1_Place_Trust","Sandwich","Sense",3,"Food"
119,"1_Place_Trust","Vending_Machine","Sense",3,"Animate_Artifacts"
119,"1_Place_Trust","Sewing_Machine","Sense",5,"Animate_Artifacts"
119,"1_Place_Trust","Photocopier","Sense",4,"Animate_Artifacts"
119,"1_Place_Trust","Dog","Sense",6,"Animals"
119,"1_Place_Trust","Lizard","Sense",6,"Animals"
119,"1_Place_Trust","Gorilla","Sense",6,"Animals"
119,"1_Place_Trust","Microsoft","Sense",7,"Groups"
119,"1_Place_Trust","Government","Sense",7,"Groups"
119,"1_Place_Trust","Newspaper","Sense",7,"Groups"
119,"1_Place_Trust","My_Mother","Sense",7,"Humans"
119,"1_Place_Trust","Doctor","Sense",7,"Humans"
119,"1_Place_Trust","Cashier","Sense",7,"Humans"
119,"1_Place_Trust","Table","Sense",4,"Inanimate_Artifiacts"
119,"1_Place_Trust","Chair","Sense",4,"Inanimate_Artifiacts"
119,"1_Place_Trust","Shelf","Sense",5,"Inanimate_Artifiacts"
120,"2_Place_Trust","ChatGPT","Sense",6,"AI"
120,"2_Place_Trust","LLM","Sense",6,"AI"
120,"2_Place_Trust","Self_Driving_Car","Sense",7,"AI"
120,"2_Place_Trust","AI","Sense",6,"AI"
120,"2_Place_Trust","Amazon_Alexa","Sense",7,"AI"
120,"2_Place_Trust","Robot","Sense",7,"AI"
120,"2_Place_Trust","Rectangle","Sense",1,"Abstract"
120,"2_Place_Trust","Number_5","Sense",1,"Abstract"
120,"2_Place_Trust","Color_Blue","Sense",1,"Abstract"
120,"2_Place_Trust","Tree","Sense",1,"Inanimate_Nature"
120,"2_Place_Trust","Moon","Sense",2,"Inanimate_Nature"
120,"2_Place_Trust","Stone","Sense",1,"Inanimate_Nature"
120,"2_Place_Trust","Pizza","Sense",1,"Food"
120,"2_Place_Trust","Cheese","Sense",1,"Food"
120,"2_Place_Trust","Sandwich","Sense",1,"Food"
120,"2_Place_Trust","Vending_Machine","Sense",5,"Animate_Artifacts"
120,"2_Place_Trust","Sewing_Machine","Sense",2,"Animate_Artifacts"
120,"2_Place_Trust","Photocopier","Sense",2,"Animate_Artifacts"
120,"2_Place_Trust","Dog","Sense",6,"Animals"
120,"2_Place_Trust","Lizard","Sense",4,"Animals"
120,"2_Place_Trust","Gorilla","Sense",6,"Animals"
120,"2_Place_Trust","Microsoft","Sense",7,"Groups"
120,"2_Place_Trust","Government","Sense",7,"Groups"
120,"2_Place_Trust","Newspaper","Sense",3,"Groups"
120,"2_Place_Trust","My_Mother","Sense",7,"Humans"
120,"2_Place_Trust","Doctor","Sense",7,"Humans"
120,"2_Place_Trust","Cashier","Sense",7,"Humans"
120,"2_Place_Trust","Table","Sense",1,"Inanimate_Artifiacts"
120,"2_Place_Trust","Chair","Sense",2,"Inanimate_Artifiacts"
120,"2_Place_Trust","Shelf","Sense",2,"Inanimate_Artifiacts"
121,"Trustworthiness","ChatGPT","Felicity",2,"AI"
121,"Trustworthiness","LLM","Felicity",3,"AI"
121,"Trustworthiness","Self_Driving_Car","Felicity",4,"AI"
121,"Trustworthiness","AI","Felicity",2,"AI"
121,"Trustworthiness","Amazon_Alexa","Felicity",4,"AI"
121,"Trustworthiness","Robot","Felicity",3,"AI"
121,"Trustworthiness","Rectangle","Felicity",1,"Abstract"
121,"Trustworthiness","Number_5","Felicity",1,"Abstract"
121,"Trustworthiness","Color_Blue","Felicity",1,"Abstract"
121,"Trustworthiness","Tree","Felicity",1,"Inanimate_Nature"
121,"Trustworthiness","Moon","Felicity",1,"Inanimate_Nature"
121,"Trustworthiness","Stone","Felicity",3,"Inanimate_Nature"
121,"Trustworthiness","Pizza","Felicity",2,"Food"
121,"Trustworthiness","Cheese","Felicity",4,"Food"
121,"Trustworthiness","Sandwich","Felicity",4,"Food"
121,"Trustworthiness","Vending_Machine","Felicity",4,"Animate_Artifacts"
121,"Trustworthiness","Sewing_Machine","Felicity",6,"Animate_Artifacts"
121,"Trustworthiness","Photocopier","Felicity",4,"Animate_Artifacts"
121,"Trustworthiness","Dog","Felicity",5,"Animals"
121,"Trustworthiness","Lizard","Felicity",2,"Animals"
121,"Trustworthiness","Gorilla","Felicity",3,"Animals"
121,"Trustworthiness","Microsoft","Felicity",4,"Groups"
121,"Trustworthiness","Government","Felicity",6,"Groups"
121,"Trustworthiness","Newspaper","Felicity",7,"Groups"
121,"Trustworthiness","My_Mother","Sense0",7,"Humans"
121,"Trustworthiness","Doctor","Sense1",6,"Humans"
121,"Trustworthiness","Cashier","Sense2",7,"Humans"
121,"Trustworthiness","Table","Sense3",3,"Inanimate_Artifiacts"
121,"Trustworthiness","Chair","Sense4",1,"Inanimate_Artifiacts"
121,"Trustworthiness","Shelf","Sense5",1,"Inanimate_Artifiacts"
122,"1_Place_Trust","ChatGPT","Sense",7,"AI"
122,"1_Place_Trust","LLM","Sense",7,"AI"
122,"1_Place_Trust","Self_Driving_Car","Sense",7,"AI"
122,"1_Place_Trust","AI","Sense",7,"AI"
122,"1_Place_Trust","Amazon_Alexa","Sense",7,"AI"
122,"1_Place_Trust","Robot","Sense",7,"AI"
122,"1_Place_Trust","Rectangle","Sense",1,"Abstract"
122,"1_Place_Trust","Number_5","Sense",1,"Abstract"
122,"1_Place_Trust","Color_Blue","Sense",1,"Abstract"
122,"1_Place_Trust","Tree","Sense",2,"Inanimate_Nature"
122,"1_Place_Trust","Moon","Sense",1,"Inanimate_Nature"
122,"1_Place_Trust","Stone","Sense",1,"Inanimate_Nature"
122,"1_Place_Trust","Pizza","Sense",2,"Food"
122,"1_Place_Trust","Cheese","Sense",2,"Food"
122,"1_Place_Trust","Sandwich","Sense",1,"Food"
122,"1_Place_Trust","Vending_Machine","Sense",7,"Animate_Artifacts"
122,"1_Place_Trust","Sewing_Machine","Sense",4,"Animate_Artifacts"
122,"1_Place_Trust","Photocopier","Sense",7,"Animate_Artifacts"
122,"1_Place_Trust","Dog","Sense",7,"Animals"
122,"1_Place_Trust","Lizard","Sense",1,"Animals"
122,"1_Place_Trust","Gorilla","Sense",7,"Animals"
122,"1_Place_Trust","Microsoft","Sense",7,"Groups"
122,"1_Place_Trust","Government","Sense",7,"Groups"
122,"1_Place_Trust","Newspaper","Sense",7,"Groups"
122,"1_Place_Trust","My_Mother","Sense",7,"Humans"
122,"1_Place_Trust","Doctor","Sense",7,"Humans"
122,"1_Place_Trust","Cashier","Sense",7,"Humans"
122,"1_Place_Trust","Table","Sense",7,"Inanimate_Artifiacts"
122,"1_Place_Trust","Chair","Sense",7,"Inanimate_Artifiacts"
122,"1_Place_Trust","Shelf","Sense",7,"Inanimate_Artifiacts"
123,"Trustworthiness","ChatGPT","Felicity",5,"AI"
123,"Trustworthiness","LLM","Felicity",4,"AI"
123,"Trustworthiness","Self_Driving_Car","Felicity",5,"AI"
123,"Trustworthiness","AI","Felicity",6,"AI"
123,"Trustworthiness","Amazon_Alexa","Felicity",3,"AI"
123,"Trustworthiness","Robot","Felicity",6,"AI"
123,"Trustworthiness","Rectangle","Felicity",1,"Abstract"
123,"Trustworthiness","Number_5","Felicity",1,"Abstract"
123,"Trustworthiness","Color_Blue","Felicity",2,"Abstract"
123,"Trustworthiness","Tree","Felicity",1,"Inanimate_Nature"
123,"Trustworthiness","Moon","Felicity",1,"Inanimate_Nature"
123,"Trustworthiness","Stone","Felicity",1,"Inanimate_Nature"
123,"Trustworthiness","Pizza","Felicity",1,"Food"
123,"Trustworthiness","Cheese","Felicity",1,"Food"
123,"Trustworthiness","Sandwich","Felicity",1,"Food"
123,"Trustworthiness","Vending_Machine","Felicity",3,"Animate_Artifacts"
123,"Trustworthiness","Sewing_Machine","Felicity",1,"Animate_Artifacts"
123,"Trustworthiness","Photocopier","Felicity",5,"Animate_Artifacts"
123,"Trustworthiness","Dog","Felicity",6,"Animals"
123,"Trustworthiness","Lizard","Felicity",6,"Animals"
123,"Trustworthiness","Gorilla","Felicity",5,"Animals"
123,"Trustworthiness","Microsoft","Felicity",5,"Groups"
123,"Trustworthiness","Government","Felicity",6,"Groups"
123,"Trustworthiness","Newspaper","Felicity",1,"Groups"
123,"Trustworthiness","My_Mother","Sense0",7,"Humans"
123,"Trustworthiness","Doctor","Sense1",7,"Humans"
123,"Trustworthiness","Cashier","Sense2",5,"Humans"
123,"Trustworthiness","Table","Sense3",5,"Inanimate_Artifiacts"
123,"Trustworthiness","Chair","Sense4",4,"Inanimate_Artifiacts"
123,"Trustworthiness","Shelf","Sense5",5,"Inanimate_Artifiacts"
124,"1_Place_Trust","ChatGPT","Sense",4,"AI"
124,"1_Place_Trust","LLM","Sense",5,"AI"
124,"1_Place_Trust","Self_Driving_Car","Sense",5,"AI"
124,"1_Place_Trust","AI","Sense",2,"AI"
124,"1_Place_Trust","Amazon_Alexa","Sense",5,"AI"
124,"1_Place_Trust","Robot","Sense",4,"AI"
124,"1_Place_Trust","Rectangle","Sense",1,"Abstract"
124,"1_Place_Trust","Number_5","Sense",1,"Abstract"
124,"1_Place_Trust","Color_Blue","Sense",1,"Abstract"
124,"1_Place_Trust","Tree","Sense",1,"Inanimate_Nature"
124,"1_Place_Trust","Moon","Sense",1,"Inanimate_Nature"
124,"1_Place_Trust","Stone","Sense",1,"Inanimate_Nature"
124,"1_Place_Trust","Pizza","Sense",1,"Food"
124,"1_Place_Trust","Cheese","Sense",1,"Food"
124,"1_Place_Trust","Sandwich","Sense",1,"Food"
124,"1_Place_Trust","Vending_Machine","Sense",1,"Animate_Artifacts"
124,"1_Place_Trust","Sewing_Machine","Sense",1,"Animate_Artifacts"
124,"1_Place_Trust","Photocopier","Sense",2,"Animate_Artifacts"
124,"1_Place_Trust","Dog","Sense",4,"Animals"
124,"1_Place_Trust","Lizard","Sense",1,"Animals"
124,"1_Place_Trust","Gorilla","Sense",3,"Animals"
124,"1_Place_Trust","Microsoft","Sense",4,"Groups"
124,"1_Place_Trust","Government","Sense",4,"Groups"
124,"1_Place_Trust","Newspaper","Sense",5,"Groups"
124,"1_Place_Trust","My_Mother","Sense",7,"Humans"
124,"1_Place_Trust","Doctor","Sense",6,"Humans"
124,"1_Place_Trust","Cashier","Sense",7,"Humans"
124,"1_Place_Trust","Table","Sense",1,"Inanimate_Artifiacts"
124,"1_Place_Trust","Chair","Sense",1,"Inanimate_Artifiacts"
124,"1_Place_Trust","Shelf","Sense",1,"Inanimate_Artifiacts"
125,"2_Place_Trust","ChatGPT","Felicity",5,"AI"
125,"2_Place_Trust","LLM","Felicity",2,"AI"
125,"2_Place_Trust","Self_Driving_Car","Felicity",7,"AI"
125,"2_Place_Trust","AI","Felicity",5,"AI"
125,"2_Place_Trust","Amazon_Alexa","Felicity",2,"AI"
125,"2_Place_Trust","Robot","Felicity",2,"AI"
125,"2_Place_Trust","Rectangle","Felicity",1,"Abstract"
125,"2_Place_Trust","Number_5","Felicity",1,"Abstract"
125,"2_Place_Trust","Color_Blue","Felicity",1,"Abstract"
125,"2_Place_Trust","Tree","Felicity",1,"Inanimate_Nature"
125,"2_Place_Trust","Moon","Felicity",3,"Inanimate_Nature"
125,"2_Place_Trust","Stone","Felicity",1,"Inanimate_Nature"
125,"2_Place_Trust","Pizza","Felicity",1,"Food"
125,"2_Place_Trust","Cheese","Felicity",4,"Food"
125,"2_Place_Trust","Sandwich","Felicity",1,"Food"
125,"2_Place_Trust","Vending_Machine","Felicity",4,"Animate_Artifacts"
125,"2_Place_Trust","Sewing_Machine","Felicity",1,"Animate_Artifacts"
125,"2_Place_Trust","Photocopier","Felicity",4,"Animate_Artifacts"
125,"2_Place_Trust","Dog","Felicity",7,"Animals"
125,"2_Place_Trust","Lizard","Felicity",5,"Animals"
125,"2_Place_Trust","Gorilla","Felicity",1,"Animals"
125,"2_Place_Trust","Microsoft","Felicity",6,"Groups"
125,"2_Place_Trust","Government","Felicity",7,"Groups"
125,"2_Place_Trust","Newspaper","Felicity",1,"Groups"
125,"2_Place_Trust","My_Mother","Sense0",7,"Humans"
125,"2_Place_Trust","Doctor","Sense1",7,"Humans"
125,"2_Place_Trust","Cashier","Sense2",7,"Humans"
125,"2_Place_Trust","Table","Sense3",1,"Inanimate_Artifiacts"
125,"2_Place_Trust","Chair","Sense4",1,"Inanimate_Artifiacts"
125,"2_Place_Trust","Shelf","Sense5",1,"Inanimate_Artifiacts"
126,"Trustworthiness","ChatGPT","Sense",2,"AI"
126,"Trustworthiness","LLM","Sense",4,"AI"
126,"Trustworthiness","Self_Driving_Car","Sense",3,"AI"
126,"Trustworthiness","AI","Sense",2,"AI"
126,"Trustworthiness","Amazon_Alexa","Sense",1,"AI"
126,"Trustworthiness","Robot","Sense",2,"AI"
126,"Trustworthiness","Rectangle","Sense",4,"Abstract"
126,"Trustworthiness","Number_5","Sense",5,"Abstract"
126,"Trustworthiness","Color_Blue","Sense",6,"Abstract"
126,"Trustworthiness","Tree","Sense",2,"Inanimate_Nature"
126,"Trustworthiness","Moon","Sense",5,"Inanimate_Nature"
126,"Trustworthiness","Stone","Sense",5,"Inanimate_Nature"
126,"Trustworthiness","Pizza","Sense",1,"Food"
126,"Trustworthiness","Cheese","Sense",3,"Food"
126,"Trustworthiness","Sandwich","Sense",5,"Food"
126,"Trustworthiness","Vending_Machine","Sense",2,"Animate_Artifacts"
126,"Trustworthiness","Sewing_Machine","Sense",4,"Animate_Artifacts"
126,"Trustworthiness","Photocopier","Sense",2,"Animate_Artifacts"
126,"Trustworthiness","Dog","Sense",5,"Animals"
126,"Trustworthiness","Lizard","Sense",2,"Animals"
126,"Trustworthiness","Gorilla","Sense",4,"Animals"
126,"Trustworthiness","Microsoft","Sense",3,"Groups"
126,"Trustworthiness","Government","Sense",1,"Groups"
126,"Trustworthiness","Newspaper","Sense",2,"Groups"
126,"Trustworthiness","My_Mother","Sense",6,"Humans"
126,"Trustworthiness","Doctor","Sense",5,"Humans"
126,"Trustworthiness","Cashier","Sense",5,"Humans"
126,"Trustworthiness","Table","Sense",5,"Inanimate_Artifiacts"
126,"Trustworthiness","Chair","Sense",5,"Inanimate_Artifiacts"
126,"Trustworthiness","Shelf","Sense",5,"Inanimate_Artifiacts"
127,"Trustworthiness","ChatGPT","Felicity",2,"AI"
127,"Trustworthiness","LLM","Felicity",3,"AI"
127,"Trustworthiness","Self_Driving_Car","Felicity",2,"AI"
127,"Trustworthiness","AI","Felicity",3,"AI"
127,"Trustworthiness","Amazon_Alexa","Felicity",1,"AI"
127,"Trustworthiness","Robot","Felicity",3,"AI"
127,"Trustworthiness","Rectangle","Felicity",1,"Abstract"
127,"Trustworthiness","Number_5","Felicity",1,"Abstract"
127,"Trustworthiness","Color_Blue","Felicity",3,"Abstract"
127,"Trustworthiness","Tree","Felicity",3,"Inanimate_Nature"
127,"Trustworthiness","Moon","Felicity",1,"Inanimate_Nature"
127,"Trustworthiness","Stone","Felicity",2,"Inanimate_Nature"
127,"Trustworthiness","Pizza","Felicity",1,"Food"
127,"Trustworthiness","Cheese","Felicity",1,"Food"
127,"Trustworthiness","Sandwich","Felicity",1,"Food"
127,"Trustworthiness","Vending_Machine","Felicity",1,"Animate_Artifacts"
127,"Trustworthiness","Sewing_Machine","Felicity",1,"Animate_Artifacts"
127,"Trustworthiness","Photocopier","Felicity",2,"Animate_Artifacts"
127,"Trustworthiness","Dog","Felicity",5,"Animals"
127,"Trustworthiness","Lizard","Felicity",3,"Animals"
127,"Trustworthiness","Gorilla","Felicity",1,"Animals"
127,"Trustworthiness","Microsoft","Felicity",3,"Groups"
127,"Trustworthiness","Government","Felicity",4,"Groups"
127,"Trustworthiness","Newspaper","Felicity",3,"Groups"
127,"Trustworthiness","My_Mother","Sense0",7,"Humans"
127,"Trustworthiness","Doctor","Sense1",7,"Humans"
127,"Trustworthiness","Cashier","Sense2",6,"Humans"
127,"Trustworthiness","Table","Sense3",2,"Inanimate_Artifiacts"
127,"Trustworthiness","Chair","Sense4",1,"Inanimate_Artifiacts"
127,"Trustworthiness","Shelf","Sense5",1,"Inanimate_Artifiacts"
128,"1_Place_Trust","ChatGPT","Felicity",7,"AI"
128,"1_Place_Trust","LLM","Felicity",7,"AI"
128,"1_Place_Trust","Self_Driving_Car","Felicity",1,"AI"
128,"1_Place_Trust","AI","Felicity",1,"AI"
128,"1_Place_Trust","Amazon_Alexa","Felicity",1,"AI"
128,"1_Place_Trust","Robot","Felicity",1,"AI"
128,"1_Place_Trust","Rectangle","Felicity",1,"Abstract"
128,"1_Place_Trust","Number_5","Felicity",1,"Abstract"
128,"1_Place_Trust","Color_Blue","Felicity",1,"Abstract"
128,"1_Place_Trust","Tree","Felicity",1,"Inanimate_Nature"
128,"1_Place_Trust","Moon","Felicity",1,"Inanimate_Nature"
128,"1_Place_Trust","Stone","Felicity",7,"Inanimate_Nature"
128,"1_Place_Trust","Pizza","Felicity",1,"Food"
128,"1_Place_Trust","Cheese","Felicity",1,"Food"
128,"1_Place_Trust","Sandwich","Felicity",1,"Food"
128,"1_Place_Trust","Vending_Machine","Felicity",1,"Animate_Artifacts"
128,"1_Place_Trust","Sewing_Machine","Felicity",1,"Animate_Artifacts"
128,"1_Place_Trust","Photocopier","Felicity",7,"Animate_Artifacts"
128,"1_Place_Trust","Dog","Felicity",7,"Animals"
128,"1_Place_Trust","Lizard","Felicity",1,"Animals"
128,"1_Place_Trust","Gorilla","Felicity",1,"Animals"
128,"1_Place_Trust","Microsoft","Felicity",7,"Groups"
128,"1_Place_Trust","Government","Felicity",7,"Groups"
128,"1_Place_Trust","Newspaper","Felicity",7,"Groups"
128,"1_Place_Trust","My_Mother","Sense0",7,"Humans"
128,"1_Place_Trust","Doctor","Sense1",7,"Humans"
128,"1_Place_Trust","Cashier","Sense2",7,"Humans"
128,"1_Place_Trust","Table","Sense3",7,"Inanimate_Artifiacts"
128,"1_Place_Trust","Chair","Sense4",7,"Inanimate_Artifiacts"
128,"1_Place_Trust","Shelf","Sense5",7,"Inanimate_Artifiacts"
129,"2_Place_Trust","ChatGPT","Felicity",5,"AI"
129,"2_Place_Trust","LLM","Felicity",1,"AI"
129,"2_Place_Trust","Self_Driving_Car","Felicity",7,"AI"
129,"2_Place_Trust","AI","Felicity",4,"AI"
129,"2_Place_Trust","Amazon_Alexa","Felicity",6,"AI"
129,"2_Place_Trust","Robot","Felicity",6,"AI"
129,"2_Place_Trust","Rectangle","Felicity",1,"Abstract"
129,"2_Place_Trust","Number_5","Felicity",1,"Abstract"
129,"2_Place_Trust","Color_Blue","Felicity",1,"Abstract"
129,"2_Place_Trust","Tree","Felicity",2,"Inanimate_Nature"
129,"2_Place_Trust","Moon","Felicity",2,"Inanimate_Nature"
129,"2_Place_Trust","Stone","Felicity",1,"Inanimate_Nature"
129,"2_Place_Trust","Pizza","Felicity",2,"Food"
129,"2_Place_Trust","Cheese","Felicity",2,"Food"
129,"2_Place_Trust","Sandwich","Felicity",1,"Food"
129,"2_Place_Trust","Vending_Machine","Felicity",4,"Animate_Artifacts"
129,"2_Place_Trust","Sewing_Machine","Felicity",3,"Animate_Artifacts"
129,"2_Place_Trust","Photocopier","Felicity",4,"Animate_Artifacts"
129,"2_Place_Trust","Dog","Felicity",5,"Animals"
129,"2_Place_Trust","Lizard","Felicity",2,"Animals"
129,"2_Place_Trust","Gorilla","Felicity",2,"Animals"
129,"2_Place_Trust","Microsoft","Felicity",5,"Groups"
129,"2_Place_Trust","Government","Felicity",7,"Groups"
129,"2_Place_Trust","Newspaper","Felicity",5,"Groups"
129,"2_Place_Trust","My_Mother","Sense0",7,"Humans"
129,"2_Place_Trust","Doctor","Sense1",7,"Humans"
129,"2_Place_Trust","Cashier","Sense2",6,"Humans"
129,"2_Place_Trust","Table","Sense3",3,"Inanimate_Artifiacts"
129,"2_Place_Trust","Chair","Sense4",3,"Inanimate_Artifiacts"
129,"2_Place_Trust","Shelf","Sense5",4,"Inanimate_Artifiacts"
130,"Trustworthiness","ChatGPT","Sense",7,"AI"
130,"Trustworthiness","LLM","Sense",1,"AI"
130,"Trustworthiness","Self_Driving_Car","Sense",7,"AI"
130,"Trustworthiness","AI","Sense",7,"AI"
130,"Trustworthiness","Amazon_Alexa","Sense",7,"AI"
