"","PID","Trust_Type","Item","Measure","Rating","Category"
"1541",56,"2_Place_Trust","Moon","Felicity",3,"Inanimate_Nature"
"1542",56,"2_Place_Trust","Stone","Felicity",2,"Inanimate_Nature"
"1543",56,"2_Place_Trust","Pizza","Felicity",1,"Food"
"1544",56,"2_Place_Trust","Cheese","Felicity",1,"Food"
"1545",56,"2_Place_Trust","Sandwich","Felicity",1,"Food"
"1546",56,"2_Place_Trust","Vending_Machine","Felicity",5,"Animate_Artifacts"
"1547",56,"2_Place_Trust","Sewing_Machine","Felicity",4,"Animate_Artifacts"
"1548",56,"2_Place_Trust","Photocopier","Felicity",5,"Animate_Artifacts"
"1549",56,"2_Place_Trust","Dog","Felicity",5,"Animals"
"1550",56,"2_Place_Trust","Lizard","Felicity",5,"Animals"
"1551",56,"2_Place_Trust","Gorilla","Felicity",6,"Animals"
"1552",56,"2_Place_Trust","Microsoft","Felicity",4,"Groups"
"1553",56,"2_Place_Trust","Government","Felicity",7,"Groups"
"1554",56,"2_Place_Trust","Newspaper","Felicity",3,"Groups"
"1555",56,"2_Place_Trust","My_Mother","Sense0",7,"Humans"
"1556",56,"2_Place_Trust","Doctor","Sense1",7,"Humans"
"1557",56,"2_Place_Trust","Cashier","Sense2",7,"Humans"
"1558",56,"2_Place_Trust","Table","Sense3",1,"Inanimate_Artifiacts"
"1559",56,"2_Place_Trust","Chair","Sense4",4,"Inanimate_Artifiacts"
"1560",56,"2_Place_Trust","Shelf","Sense5",1,"Inanimate_Artifiacts"
"1561",57,"1_Place_Trust","ChatGPT","Felicity",7,"AI"
"1562",57,"1_Place_Trust","LLM","Felicity",2,"AI"
"1563",57,"1_Place_Trust","Self_Driving_Car","Felicity",6,"AI"
"1564",57,"1_Place_Trust","AI","Felicity",5,"AI"
"1565",57,"1_Place_Trust","Amazon_Alexa","Felicity",6,"AI"
"1566",57,"1_Place_Trust","Robot","Felicity",6,"AI"
"1567",57,"1_Place_Trust","Rectangle","Felicity",1,"Abstract"
"1568",57,"1_Place_Trust","Number_5","Felicity",3,"Abstract"
"1569",57,"1_Place_Trust","Color_Blue","Felicity",1,"Abstract"
"1570",57,"1_Place_Trust","Tree","Felicity",1,"Inanimate_Nature"
"1571",57,"1_Place_Trust","Moon","Felicity",2,"Inanimate_Nature"
"1572",57,"1_Place_Trust","Stone","Felicity",1,"Inanimate_Nature"
"1573",57,"1_Place_Trust","Pizza","Felicity",1,"Food"
"1574",57,"1_Place_Trust","Cheese","Felicity",1,"Food"
"1575",57,"1_Place_Trust","Sandwich","Felicity",1,"Food"
"1576",57,"1_Place_Trust","Vending_Machine","Felicity",2,"Animate_Artifacts"
"1577",57,"1_Place_Trust","Sewing_Machine","Felicity",3,"Animate_Artifacts"
"1578",57,"1_Place_Trust","Photocopier","Felicity",3,"Animate_Artifacts"
"1579",57,"1_Place_Trust","Dog","Felicity",6,"Animals"
"1580",57,"1_Place_Trust","Lizard","Felicity",4,"Animals"
"1581",57,"1_Place_Trust","Gorilla","Felicity",4,"Animals"
"1582",57,"1_Place_Trust","Microsoft","Felicity",6,"Groups"
"1583",57,"1_Place_Trust","Government","Felicity",7,"Groups"
"1584",57,"1_Place_Trust","Newspaper","Felicity",6,"Groups"
"1585",57,"1_Place_Trust","My_Mother","Sense0",7,"Humans"
"1586",57,"1_Place_Trust","Doctor","Sense1",7,"Humans"
"1587",57,"1_Place_Trust","Cashier","Sense2",7,"Humans"
"1588",57,"1_Place_Trust","Table","Sense3",2,"Inanimate_Artifiacts"
"1589",57,"1_Place_Trust","Chair","Sense4",1,"Inanimate_Artifiacts"
"1590",57,"1_Place_Trust","Shelf","Sense5",1,"Inanimate_Artifiacts"
"1591",58,"2_Place_Trust","ChatGPT","Sense",7,"AI"
"1592",58,"2_Place_Trust","LLM","Sense",7,"AI"
"1593",58,"2_Place_Trust","Self_Driving_Car","Sense",7,"AI"
"1594",58,"2_Place_Trust","AI","Sense",1,"AI"
"1595",58,"2_Place_Trust","Amazon_Alexa","Sense",7,"AI"
"1596",58,"2_Place_Trust","Robot","Sense",7,"AI"
"1597",58,"2_Place_Trust","Rectangle","Sense",5,"Abstract"
"1598",58,"2_Place_Trust","Number_5","Sense",1,"Abstract"
"1599",58,"2_Place_Trust","Color_Blue","Sense",5,"Abstract"
"1600",58,"2_Place_Trust","Tree","Sense",7,"Inanimate_Nature"
"1601",58,"2_Place_Trust","Moon","Sense",7,"Inanimate_Nature"
"1602",58,"2_Place_Trust","Stone","Sense",7,"Inanimate_Nature"
"1603",58,"2_Place_Trust","Pizza","Sense",7,"Food"
"1604",58,"2_Place_Trust","Cheese","Sense",7,"Food"
"1605",58,"2_Place_Trust","Sandwich","Sense",6,"Food"
"1606",58,"2_Place_Trust","Vending_Machine","Sense",7,"Animate_Artifacts"
"1607",58,"2_Place_Trust","Sewing_Machine","Sense",7,"Animate_Artifacts"
"1608",58,"2_Place_Trust","Photocopier","Sense",7,"Animate_Artifacts"
"1609",58,"2_Place_Trust","Dog","Sense",7,"Animals"
"1610",58,"2_Place_Trust","Lizard","Sense",7,"Animals"
"1611",58,"2_Place_Trust","Gorilla","Sense",7,"Animals"
"1612",58,"2_Place_Trust","Microsoft","Sense",7,"Groups"
"1613",58,"2_Place_Trust","Government","Sense",7,"Groups"
"1614",58,"2_Place_Trust","Newspaper","Sense",7,"Groups"
"1615",58,"2_Place_Trust","My_Mother","Sense",7,"Humans"
"1616",58,"2_Place_Trust","Doctor","Sense",7,"Humans"
"1617",58,"2_Place_Trust","Cashier","Sense",7,"Humans"
"1618",58,"2_Place_Trust","Table","Sense",7,"Inanimate_Artifiacts"
"1619",58,"2_Place_Trust","Chair","Sense",7,"Inanimate_Artifiacts"
"1620",58,"2_Place_Trust","Shelf","Sense",7,"Inanimate_Artifiacts"
"1621",59,"Trustworthiness","ChatGPT","Sense",5,"AI"
"1622",59,"Trustworthiness","LLM","Sense",5,"AI"
"1623",59,"Trustworthiness","Self_Driving_Car","Sense",4,"AI"
"1624",59,"Trustworthiness","AI","Sense",5,"AI"
"1625",59,"Trustworthiness","Amazon_Alexa","Sense",5,"AI"
"1626",59,"Trustworthiness","Robot","Sense",7,"AI"
"1627",59,"Trustworthiness","Rectangle","Sense",1,"Abstract"
"1628",59,"Trustworthiness","Number_5","Sense",1,"Abstract"
"1629",59,"Trustworthiness","Color_Blue","Sense",3,"Abstract"
"1630",59,"Trustworthiness","Tree","Sense",1,"Inanimate_Nature"
"1631",59,"Trustworthiness","Moon","Sense",3,"Inanimate_Nature"
"1632",59,"Trustworthiness","Stone","Sense",1,"Inanimate_Nature"
"1633",59,"Trustworthiness","Pizza","Sense",1,"Food"
"1634",59,"Trustworthiness","Cheese","Sense",1,"Food"
"1635",59,"Trustworthiness","Sandwich","Sense",1,"Food"
"1636",59,"Trustworthiness","Vending_Machine","Sense",3,"Animate_Artifacts"
"1637",59,"Trustworthiness","Sewing_Machine","Sense",1,"Animate_Artifacts"
"1638",59,"Trustworthiness","Photocopier","Sense",3,"Animate_Artifacts"
"1639",59,"Trustworthiness","Dog","Sense",7,"Animals"
"1640",59,"Trustworthiness","Lizard","Sense",4,"Animals"
"1641",59,"Trustworthiness","Gorilla","Sense",7,"Animals"
"1642",59,"Trustworthiness","Microsoft","Sense",5,"Groups"
"1643",59,"Trustworthiness","Government","Sense",7,"Groups"
"1644",59,"Trustworthiness","Newspaper","Sense",4,"Groups"
"1645",59,"Trustworthiness","My_Mother","Sense",7,"Humans"
"1646",59,"Trustworthiness","Doctor","Sense",7,"Humans"
"1647",59,"Trustworthiness","Cashier","Sense",7,"Humans"
"1648",59,"Trustworthiness","Table","Sense",1,"Inanimate_Artifiacts"
"1649",59,"Trustworthiness","Chair","Sense",4,"Inanimate_Artifiacts"
"1650",59,"Trustworthiness","Shelf","Sense",4,"Inanimate_Artifiacts"
"1651",60,"Trustworthiness","ChatGPT","Felicity",6,"AI"
"1652",60,"Trustworthiness","LLM","Felicity",6,"AI"
"1653",60,"Trustworthiness","Self_Driving_Car","Felicity",6,"AI"
"1654",60,"Trustworthiness","AI","Felicity",6,"AI"
"1655",60,"Trustworthiness","Amazon_Alexa","Felicity",5,"AI"
"1656",60,"Trustworthiness","Robot","Felicity",6,"AI"
"1657",60,"Trustworthiness","Rectangle","Felicity",1,"Abstract"
"1658",60,"Trustworthiness","Number_5","Felicity",1,"Abstract"
"1659",60,"Trustworthiness","Color_Blue","Felicity",1,"Abstract"
"1660",60,"Trustworthiness","Tree","Felicity",3,"Inanimate_Nature"
"1661",60,"Trustworthiness","Moon","Felicity",1,"Inanimate_Nature"
"1662",60,"Trustworthiness","Stone","Felicity",3,"Inanimate_Nature"
"1663",60,"Trustworthiness","Pizza","Felicity",2,"Food"
"1664",60,"Trustworthiness","Cheese","Felicity",2,"Food"
"1665",60,"Trustworthiness","Sandwich","Felicity",1,"Food"
"1666",60,"Trustworthiness","Vending_Machine","Felicity",3,"Animate_Artifacts"
"1667",60,"Trustworthiness","Sewing_Machine","Felicity",3,"Animate_Artifacts"
"1668",60,"Trustworthiness","Photocopier","Felicity",4,"Animate_Artifacts"
"1669",60,"Trustworthiness","Dog","Felicity",6,"Animals"
"1670",60,"Trustworthiness","Lizard","Felicity",4,"Animals"
"1671",60,"Trustworthiness","Gorilla","Felicity",6,"Animals"
"1672",60,"Trustworthiness","Microsoft","Felicity",6,"Groups"
"1673",60,"Trustworthiness","Government","Felicity",7,"Groups"
"1674",60,"Trustworthiness","Newspaper","Felicity",7,"Groups"
"1675",60,"Trustworthiness","My_Mother","Sense0",7,"Humans"
"1676",60,"Trustworthiness","Doctor","Sense1",7,"Humans"
"1677",60,"Trustworthiness","Cashier","Sense2",7,"Humans"
"1678",60,"Trustworthiness","Table","Sense3",5,"Inanimate_Artifiacts"
"1679",60,"Trustworthiness","Chair","Sense4",5,"Inanimate_Artifiacts"
"1680",60,"Trustworthiness","Shelf","Sense5",5,"Inanimate_Artifiacts"
"1681",61,"1_Place_Trust","ChatGPT","Sense",7,"AI"
"1682",61,"1_Place_Trust","LLM","Sense",7,"AI"
"1683",61,"1_Place_Trust","Self_Driving_Car","Sense",7,"AI"
"1684",61,"1_Place_Trust","AI","Sense",7,"AI"
"1685",61,"1_Place_Trust","Amazon_Alexa","Sense",7,"AI"
"1686",61,"1_Place_Trust","Robot","Sense",7,"AI"
"1687",61,"1_Place_Trust","Rectangle","Sense",1,"Abstract"
"1688",61,"1_Place_Trust","Number_5","Sense",1,"Abstract"
"1689",61,"1_Place_Trust","Color_Blue","Sense",1,"Abstract"
"1690",61,"1_Place_Trust","Tree","Sense",3,"Inanimate_Nature"
"1691",61,"1_Place_Trust","Moon","Sense",1,"Inanimate_Nature"
"1692",61,"1_Place_Trust","Stone","Sense",1,"Inanimate_Nature"
"1693",61,"1_Place_Trust","Pizza","Sense",2,"Food"
"1694",61,"1_Place_Trust","Cheese","Sense",2,"Food"
"1695",61,"1_Place_Trust","Sandwich","Sense",1,"Food"
"1696",61,"1_Place_Trust","Vending_Machine","Sense",6,"Animate_Artifacts"
"1697",61,"1_Place_Trust","Sewing_Machine","Sense",7,"Animate_Artifacts"
"1698",61,"1_Place_Trust","Photocopier","Sense",7,"Animate_Artifacts"
"1699",61,"1_Place_Trust","Dog","Sense",7,"Animals"
"1700",61,"1_Place_Trust","Lizard","Sense",2,"Animals"
"1701",61,"1_Place_Trust","Gorilla","Sense",7,"Animals"
"1702",61,"1_Place_Trust","Microsoft","Sense",7,"Groups"
"1703",61,"1_Place_Trust","Government","Sense",7,"Groups"
"1704",61,"1_Place_Trust","Newspaper","Sense",7,"Groups"
"1705",61,"1_Place_Trust","My_Mother","Sense",7,"Humans"
"1706",61,"1_Place_Trust","Doctor","Sense",7,"Humans"
"1707",61,"1_Place_Trust","Cashier","Sense",7,"Humans"
"1708",61,"1_Place_Trust","Table","Sense",5,"Inanimate_Artifiacts"
"1709",61,"1_Place_Trust","Chair","Sense",5,"Inanimate_Artifiacts"
"1710",61,"1_Place_Trust","Shelf","Sense",5,"Inanimate_Artifiacts"
"1711",62,"1_Place_Trust","ChatGPT","Sense",7,"AI"
"1712",62,"1_Place_Trust","LLM","Sense",6,"AI"
"1713",62,"1_Place_Trust","Self_Driving_Car","Sense",6,"AI"
"1714",62,"1_Place_Trust","AI","Sense",3,"AI"
"1715",62,"1_Place_Trust","Amazon_Alexa","Sense",7,"AI"
"1716",62,"1_Place_Trust","Robot","Sense",6,"AI"
"1717",62,"1_Place_Trust","Rectangle","Sense",2,"Abstract"
"1718",62,"1_Place_Trust","Number_5","Sense",1,"Abstract"
"1719",62,"1_Place_Trust","Color_Blue","Sense",1,"Abstract"
"1720",62,"1_Place_Trust","Tree","Sense",1,"Inanimate_Nature"
"1721",62,"1_Place_Trust","Moon","Sense",1,"Inanimate_Nature"
"1722",62,"1_Place_Trust","Stone","Sense",1,"Inanimate_Nature"
"1723",62,"1_Place_Trust","Pizza","Sense",3,"Food"
"1724",62,"1_Place_Trust","Cheese","Sense",3,"Food"
"1725",62,"1_Place_Trust","Sandwich","Sense",3,"Food"
"1726",62,"1_Place_Trust","Vending_Machine","Sense",2,"Animate_Artifacts"
"1727",62,"1_Place_Trust","Sewing_Machine","Sense",2,"Animate_Artifacts"
"1728",62,"1_Place_Trust","Photocopier","Sense",3,"Animate_Artifacts"
"1729",62,"1_Place_Trust","Dog","Sense",5,"Animals"
"1730",62,"1_Place_Trust","Lizard","Sense",5,"Animals"
"1731",62,"1_Place_Trust","Gorilla","Sense",4,"Animals"
"1732",62,"1_Place_Trust","Microsoft","Sense",7,"Groups"
"1733",62,"1_Place_Trust","Government","Sense",7,"Groups"
"1734",62,"1_Place_Trust","Newspaper","Sense",6,"Groups"
"1735",62,"1_Place_Trust","My_Mother","Sense",7,"Humans"
"1736",62,"1_Place_Trust","Doctor","Sense",7,"Humans"
"1737",62,"1_Place_Trust","Cashier","Sense",7,"Humans"
"1738",62,"1_Place_Trust","Table","Sense",3,"Inanimate_Artifiacts"
"1739",62,"1_Place_Trust","Chair","Sense",3,"Inanimate_Artifiacts"
"1740",62,"1_Place_Trust","Shelf","Sense",3,"Inanimate_Artifiacts"
"1741",63,"2_Place_Trust","ChatGPT","Felicity",4,"AI"
"1742",63,"2_Place_Trust","LLM","Felicity",2,"AI"
"1743",63,"2_Place_Trust","Self_Driving_Car","Felicity",4,"AI"
"1744",63,"2_Place_Trust","AI","Felicity",5,"AI"
"1745",63,"2_Place_Trust","Amazon_Alexa","Felicity",3,"AI"
"1746",63,"2_Place_Trust","Robot","Felicity",6,"AI"
"1747",63,"2_Place_Trust","Rectangle","Felicity",1,"Abstract"
"1748",63,"2_Place_Trust","Number_5","Felicity",1,"Abstract"
"1749",63,"2_Place_Trust","Color_Blue","Felicity",1,"Abstract"
"1750",63,"2_Place_Trust","Tree","Felicity",1,"Inanimate_Nature"
"1751",63,"2_Place_Trust","Moon","Felicity",1,"Inanimate_Nature"
"1752",63,"2_Place_Trust","Stone","Felicity",1,"Inanimate_Nature"
"1753",63,"2_Place_Trust","Pizza","Felicity",1,"Food"
"1754",63,"2_Place_Trust","Cheese","Felicity",2,"Food"
"1755",63,"2_Place_Trust","Sandwich","Felicity",1,"Food"
"1756",63,"2_Place_Trust","Vending_Machine","Felicity",2,"Animate_Artifacts"
"1757",63,"2_Place_Trust","Sewing_Machine","Felicity",3,"Animate_Artifacts"
"1758",63,"2_Place_Trust","Photocopier","Felicity",3,"Animate_Artifacts"
"1759",63,"2_Place_Trust","Dog","Felicity",6,"Animals"
"1760",63,"2_Place_Trust","Lizard","Felicity",5,"Animals"
"1761",63,"2_Place_Trust","Gorilla","Felicity",3,"Animals"
"1762",63,"2_Place_Trust","Microsoft","Felicity",3,"Groups"
"1763",63,"2_Place_Trust","Government","Felicity",7,"Groups"
"1764",63,"2_Place_Trust","Newspaper","Felicity",5,"Groups"
"1765",63,"2_Place_Trust","My_Mother","Sense0",7,"Humans"
"1766",63,"2_Place_Trust","Doctor","Sense1",7,"Humans"
"1767",63,"2_Place_Trust","Cashier","Sense2",7,"Humans"
"1768",63,"2_Place_Trust","Table","Sense3",2,"Inanimate_Artifiacts"
"1769",63,"2_Place_Trust","Chair","Sense4",2,"Inanimate_Artifiacts"
"1770",63,"2_Place_Trust","Shelf","Sense5",4,"Inanimate_Artifiacts"
"1771",64,"1_Place_Trust","ChatGPT","Felicity",7,"AI"
"1772",64,"1_Place_Trust","LLM","Felicity",6,"AI"
"1773",64,"1_Place_Trust","Self_Driving_Car","Felicity",7,"AI"
"1774",64,"1_Place_Trust","AI","Felicity",6,"AI"
"1775",64,"1_Place_Trust","Amazon_Alexa","Felicity",6,"AI"
"1776",64,"1_Place_Trust","Robot","Felicity",6,"AI"
"1777",64,"1_Place_Trust","Rectangle","Felicity",1,"Abstract"
"1778",64,"1_Place_Trust","Number_5","Felicity",1,"Abstract"
"1779",64,"1_Place_Trust","Color_Blue","Felicity",1,"Abstract"
"1780",64,"1_Place_Trust","Tree","Felicity",2,"Inanimate_Nature"
"1781",64,"1_Place_Trust","Moon","Felicity",2,"Inanimate_Nature"
"1782",64,"1_Place_Trust","Stone","Felicity",1,"Inanimate_Nature"
"1783",64,"1_Place_Trust","Pizza","Felicity",6,"Food"
"1784",64,"1_Place_Trust","Cheese","Felicity",6,"Food"
"1785",64,"1_Place_Trust","Sandwich","Felicity",6,"Food"
"1786",64,"1_Place_Trust","Vending_Machine","Felicity",6,"Animate_Artifacts"
"1787",64,"1_Place_Trust","Sewing_Machine","Felicity",5,"Animate_Artifacts"
"1788",64,"1_Place_Trust","Photocopier","Felicity",6,"Animate_Artifacts"
"1789",64,"1_Place_Trust","Dog","Felicity",7,"Animals"
"1790",64,"1_Place_Trust","Lizard","Felicity",4,"Animals"
"1791",64,"1_Place_Trust","Gorilla","Felicity",7,"Animals"
"1792",64,"1_Place_Trust","Microsoft","Felicity",7,"Groups"
"1793",64,"1_Place_Trust","Government","Felicity",7,"Groups"
"1794",64,"1_Place_Trust","Newspaper","Felicity",6,"Groups"
"1795",64,"1_Place_Trust","My_Mother","Sense0",7,"Humans"
"1796",64,"1_Place_Trust","Doctor","Sense1",7,"Humans"
"1797",64,"1_Place_Trust","Cashier","Sense2",7,"Humans"
"1798",64,"1_Place_Trust","Table","Sense3",5,"Inanimate_Artifiacts"
"1799",64,"1_Place_Trust","Chair","Sense4",5,"Inanimate_Artifiacts"
"1800",64,"1_Place_Trust","Shelf","Sense5",6,"Inanimate_Artifiacts"
"1801",65,"2_Place_Trust","ChatGPT","Felicity",4,"AI"
"1802",65,"2_Place_Trust","LLM","Felicity",2,"AI"
"1803",65,"2_Place_Trust","Self_Driving_Car","Felicity",5,"AI"
"1804",65,"2_Place_Trust","AI","Felicity",5,"AI"
"1805",65,"2_Place_Trust","Amazon_Alexa","Felicity",4,"AI"
"1806",65,"2_Place_Trust","Robot","Felicity",6,"AI"
"1807",65,"2_Place_Trust","Rectangle","Felicity",1,"Abstract"
"1808",65,"2_Place_Trust","Number_5","Felicity",1,"Abstract"
"1809",65,"2_Place_Trust","Color_Blue","Felicity",1,"Abstract"
"1810",65,"2_Place_Trust","Tree","Felicity",4,"Inanimate_Nature"
"1811",65,"2_Place_Trust","Moon","Felicity",2,"Inanimate_Nature"
"1812",65,"2_Place_Trust","Stone","Felicity",2,"Inanimate_Nature"
"1813",65,"2_Place_Trust","Pizza","Felicity",2,"Food"
"1814",65,"2_Place_Trust","Cheese","Felicity",1,"Food"
"1815",65,"2_Place_Trust","Sandwich","Felicity",1,"Food"
"1816",65,"2_Place_Trust","Vending_Machine","Felicity",3,"Animate_Artifacts"
"1817",65,"2_Place_Trust","Sewing_Machine","Felicity",2,"Animate_Artifacts"
"1818",65,"2_Place_Trust","Photocopier","Felicity",4,"Animate_Artifacts"
"1819",65,"2_Place_Trust","Dog","Felicity",5,"Animals"
"1820",65,"2_Place_Trust","Lizard","Felicity",2,"Animals"
"1821",65,"2_Place_Trust","Gorilla","Felicity",3,"Animals"
"1822",65,"2_Place_Trust","Microsoft","Felicity",3,"Groups"
"1823",65,"2_Place_Trust","Government","Felicity",6,"Groups"
"1824",65,"2_Place_Trust","Newspaper","Felicity",3,"Groups"
"1825",65,"2_Place_Trust","My_Mother","Sense0",7,"Humans"
"1826",65,"2_Place_Trust","Doctor","Sense1",7,"Humans"
"1827",65,"2_Place_Trust","Cashier","Sense2",5,"Humans"
"1828",65,"2_Place_Trust","Table","Sense3",1,"Inanimate_Artifiacts"
"1829",65,"2_Place_Trust","Chair","Sense4",2,"Inanimate_Artifiacts"
"1830",65,"2_Place_Trust","Shelf","Sense5",2,"Inanimate_Artifiacts"
"1831",66,"Trustworthiness","ChatGPT","Felicity",6,"AI"
"1832",66,"Trustworthiness","LLM","Felicity",6,"AI"
"1833",66,"Trustworthiness","Self_Driving_Car","Felicity",5,"AI"
"1834",66,"Trustworthiness","AI","Felicity",6,"AI"
"1835",66,"Trustworthiness","Amazon_Alexa","Felicity",6,"AI"
"1836",66,"Trustworthiness","Robot","Felicity",6,"AI"
"1837",66,"Trustworthiness","Rectangle","Felicity",1,"Abstract"
"1838",66,"Trustworthiness","Number_5","Felicity",2,"Abstract"
"1839",66,"Trustworthiness","Color_Blue","Felicity",2,"Abstract"
"1840",66,"Trustworthiness","Tree","Felicity",1,"Inanimate_Nature"
"1841",66,"Trustworthiness","Moon","Felicity",2,"Inanimate_Nature"
"1842",66,"Trustworthiness","Stone","Felicity",2,"Inanimate_Nature"
"1843",66,"Trustworthiness","Pizza","Felicity",2,"Food"
"1844",66,"Trustworthiness","Cheese","Felicity",2,"Food"
"1845",66,"Trustworthiness","Sandwich","Felicity",2,"Food"
"1846",66,"Trustworthiness","Vending_Machine","Felicity",2,"Animate_Artifacts"
"1847",66,"Trustworthiness","Sewing_Machine","Felicity",2,"Animate_Artifacts"
"1848",66,"Trustworthiness","Photocopier","Felicity",4,"Animate_Artifacts"
"1849",66,"Trustworthiness","Dog","Felicity",6,"Animals"
"1850",66,"Trustworthiness","Lizard","Felicity",5,"Animals"
"1851",66,"Trustworthiness","Gorilla","Felicity",6,"Animals"
"1852",66,"Trustworthiness","Microsoft","Felicity",6,"Groups"
"1853",66,"Trustworthiness","Government","Felicity",6,"Groups"
"1854",66,"Trustworthiness","Newspaper","Felicity",6,"Groups"
"1855",66,"Trustworthiness","My_Mother","Sense0",7,"Humans"
"1856",66,"Trustworthiness","Doctor","Sense1",7,"Humans"
"1857",66,"Trustworthiness","Cashier","Sense2",7,"Humans"
"1858",66,"Trustworthiness","Table","Sense3",2,"Inanimate_Artifiacts"
"1859",66,"Trustworthiness","Chair","Sense4",2,"Inanimate_Artifiacts"
"1860",66,"Trustworthiness","Shelf","Sense5",2,"Inanimate_Artifiacts"
"1861",68,"1_Place_Trust","ChatGPT","Felicity",6,"AI"
"1862",68,"1_Place_Trust","LLM","Felicity",7,"AI"
"1863",68,"1_Place_Trust","Self_Driving_Car","Felicity",6,"AI"
"1864",68,"1_Place_Trust","AI","Felicity",5,"AI"
"1865",68,"1_Place_Trust","Amazon_Alexa","Felicity",5,"AI"
"1866",68,"1_Place_Trust","Robot","Felicity",5,"AI"
"1867",68,"1_Place_Trust","Rectangle","Felicity",1,"Abstract"
"1868",68,"1_Place_Trust","Number_5","Felicity",1,"Abstract"
"1869",68,"1_Place_Trust","Color_Blue","Felicity",1,"Abstract"
"1870",68,"1_Place_Trust","Tree","Felicity",1,"Inanimate_Nature"
"1871",68,"1_Place_Trust","Moon","Felicity",1,"Inanimate_Nature"
"1872",68,"1_Place_Trust","Stone","Felicity",1,"Inanimate_Nature"
"1873",68,"1_Place_Trust","Pizza","Felicity",1,"Food"
"1874",68,"1_Place_Trust","Cheese","Felicity",1,"Food"
"1875",68,"1_Place_Trust","Sandwich","Felicity",1,"Food"
"1876",68,"1_Place_Trust","Vending_Machine","Felicity",4,"Animate_Artifacts"
"1877",68,"1_Place_Trust","Sewing_Machine","Felicity",1,"Animate_Artifacts"
"1878",68,"1_Place_Trust","Photocopier","Felicity",5,"Animate_Artifacts"
"1879",68,"1_Place_Trust","Dog","Felicity",6,"Animals"
"1880",68,"1_Place_Trust","Lizard","Felicity",1,"Animals"
"1881",68,"1_Place_Trust","Gorilla","Felicity",1,"Animals"
"1882",68,"1_Place_Trust","Microsoft","Felicity",6,"Groups"
"1883",68,"1_Place_Trust","Government","Felicity",7,"Groups"
"1884",68,"1_Place_Trust","Newspaper","Felicity",6,"Groups"
"1885",68,"1_Place_Trust","My_Mother","Sense0",7,"Humans"
"1886",68,"1_Place_Trust","Doctor","Sense1",7,"Humans"
"1887",68,"1_Place_Trust","Cashier","Sense2",7,"Humans"
"1888",68,"1_Place_Trust","Table","Sense3",1,"Inanimate_Artifiacts"
"1889",68,"1_Place_Trust","Chair","Sense4",1,"Inanimate_Artifiacts"
"1890",68,"1_Place_Trust","Shelf","Sense5",1,"Inanimate_Artifiacts"
"1891",69,"Trustworthiness","ChatGPT","Felicity",4,"AI"
"1892",69,"Trustworthiness","LLM","Felicity",4,"AI"
"1893",69,"Trustworthiness","Self_Driving_Car","Felicity",5,"AI"
"1894",69,"Trustworthiness","AI","Felicity",5,"AI"
"1895",69,"Trustworthiness","Amazon_Alexa","Felicity",5,"AI"
"1896",69,"Trustworthiness","Robot","Felicity",6,"AI"
"1897",69,"Trustworthiness","Rectangle","Felicity",2,"Abstract"
"1898",69,"Trustworthiness","Number_5","Felicity",1,"Abstract"
"1899",69,"Trustworthiness","Color_Blue","Felicity",1,"Abstract"
"1900",69,"Trustworthiness","Tree","Felicity",4,"Inanimate_Nature"
"1901",69,"Trustworthiness","Moon","Felicity",3,"Inanimate_Nature"
"1902",69,"Trustworthiness","Stone","Felicity",6,"Inanimate_Nature"
"1903",69,"Trustworthiness","Pizza","Felicity",2,"Food"
"1904",69,"Trustworthiness","Cheese","Felicity",3,"Food"
"1905",69,"Trustworthiness","Sandwich","Felicity",3,"Food"
"1906",69,"Trustworthiness","Vending_Machine","Felicity",7,"Animate_Artifacts"
"1907",69,"Trustworthiness","Sewing_Machine","Felicity",7,"Animate_Artifacts"
"1908",69,"Trustworthiness","Photocopier","Felicity",7,"Animate_Artifacts"
"1909",69,"Trustworthiness","Dog","Felicity",7,"Animals"
"1910",69,"Trustworthiness","Lizard","Felicity",3,"Animals"
"1911",69,"Trustworthiness","Gorilla","Felicity",5,"Animals"
"1912",69,"Trustworthiness","Microsoft","Felicity",5,"Groups"
"1913",69,"Trustworthiness","Government","Felicity",7,"Groups"
"1914",69,"Trustworthiness","Newspaper","Felicity",6,"Groups"
"1915",69,"Trustworthiness","My_Mother","Sense0",7,"Humans"
"1916",69,"Trustworthiness","Doctor","Sense1",7,"Humans"
"1917",69,"Trustworthiness","Cashier","Sense2",7,"Humans"
"1918",69,"Trustworthiness","Table","Sense3",5,"Inanimate_Artifiacts"
"1919",69,"Trustworthiness","Chair","Sense4",7,"Inanimate_Artifiacts"
"1920",69,"Trustworthiness","Shelf","Sense5",7,"Inanimate_Artifiacts"
"1921",70,"1_Place_Trust","ChatGPT","Sense",7,"AI"
"1922",70,"1_Place_Trust","LLM","Sense",6,"AI"
"1923",70,"1_Place_Trust","Self_Driving_Car","Sense",7,"AI"
"1924",70,"1_Place_Trust","AI","Sense",7,"AI"
"1925",70,"1_Place_Trust","Amazon_Alexa","Sense",7,"AI"
"1926",70,"1_Place_Trust","Robot","Sense",7,"AI"
"1927",70,"1_Place_Trust","Rectangle","Sense",1,"Abstract"
"1928",70,"1_Place_Trust","Number_5","Sense",1,"Abstract"
"1929",70,"1_Place_Trust","Color_Blue","Sense",1,"Abstract"
"1930",70,"1_Place_Trust","Tree","Sense",1,"Inanimate_Nature"
