"PID","Trait","Item","Measure","Rating","Category"
146,"Good Intentions","Photocopier","Sense",3,"Animate_Artifacts"
146,"Good Intentions","Dog","Sense",7,"Animals"
146,"Good Intentions","Lizard","Sense",6,"Animals"
146,"Good Intentions","Gorilla","Sense",6,"Animals"
146,"Good Intentions","Microsoft","Sense",3,"Groups"
146,"Good Intentions","Government","Sense",6,"Groups"
146,"Good Intentions","Newspaper","Sense",3,"Groups"
146,"Good Intentions","My_Mother","Sense",7,"Humans"
146,"Good Intentions","Doctor","Sense",7,"Humans"
146,"Good Intentions","Cashier","Sense",7,"Humans"
146,"Good Intentions","Table","Sense",4,"Inanimate_Artifiacts"
146,"Good Intentions","Chair","Sense",3,"Inanimate_Artifiacts"
146,"Good Intentions","Shelf","Sense",3,"Inanimate_Artifiacts"
147,"Trust","ChatGPT","Felicity",5,"AI"
147,"Trust","LLM","Felicity",2,"AI"
147,"Trust","Self_Driving_Car","Felicity",4,"AI"
147,"Trust","AI","Felicity",5,"AI"
147,"Trust","Amazon_Alexa","Felicity",6,"AI"
147,"Trust","Robot","Felicity",4,"AI"
147,"Trust","Rectangle","Felicity",1,"Abstract"
147,"Trust","Number_5","Felicity",1,"Abstract"
147,"Trust","Color_Blue","Felicity",2,"Abstract"
147,"Trust","Tree","Felicity",2,"Inanimate_Nature"
147,"Trust","Moon","Felicity",1,"Inanimate_Nature"
147,"Trust","Stone","Felicity",3,"Inanimate_Nature"
147,"Trust","Pizza","Felicity",2,"Food"
147,"Trust","Cheese","Felicity",5,"Food"
147,"Trust","Sandwich","Felicity",2,"Food"
147,"Trust","Vending_Machine","Felicity",5,"Animate_Artifacts"
147,"Trust","Sewing_Machine","Felicity",1,"Animate_Artifacts"
147,"Trust","Photocopier","Felicity",2,"Animate_Artifacts"
147,"Trust","Dog","Felicity",7,"Animals"
147,"Trust","Lizard","Felicity",2,"Animals"
147,"Trust","Gorilla","Felicity",3,"Animals"
147,"Trust","Microsoft","Felicity",6,"Groups"
147,"Trust","Government","Felicity",6,"Groups"
147,"Trust","Newspaper","Felicity",3,"Groups"
147,"Trust","My_Mother","Felicity",7,"Humans"
147,"Trust","Doctor","Felicity",7,"Humans"
147,"Trust","Cashier","Felicity",6,"Humans"
147,"Trust","Table","Felicity",3,"Inanimate_Artifiacts"
147,"Trust","Chair","Felicity",7,"Inanimate_Artifiacts"
147,"Trust","Shelf","Felicity",4,"Inanimate_Artifiacts"
148,"Good Intentions","ChatGPT","Sense",4,"AI"
148,"Good Intentions","LLM","Sense",6,"AI"
148,"Good Intentions","Self_Driving_Car","Sense",3,"AI"
148,"Good Intentions","AI","Sense",6,"AI"
148,"Good Intentions","Amazon_Alexa","Sense",4,"AI"
148,"Good Intentions","Robot","Sense",4,"AI"
148,"Good Intentions","Rectangle","Sense",1,"Abstract"
148,"Good Intentions","Number_5","Sense",3,"Abstract"
148,"Good Intentions","Color_Blue","Sense",2,"Abstract"
148,"Good Intentions","Tree","Sense",4,"Inanimate_Nature"
148,"Good Intentions","Moon","Sense",2,"Inanimate_Nature"
148,"Good Intentions","Stone","Sense",3,"Inanimate_Nature"
148,"Good Intentions","Pizza","Sense",2,"Food"
148,"Good Intentions","Cheese","Sense",2,"Food"
148,"Good Intentions","Sandwich","Sense",2,"Food"
148,"Good Intentions","Vending_Machine","Sense",2,"Animate_Artifacts"
148,"Good Intentions","Sewing_Machine","Sense",2,"Animate_Artifacts"
148,"Good Intentions","Photocopier","Sense",2,"Animate_Artifacts"
148,"Good Intentions","Dog","Sense",6,"Animals"
148,"Good Intentions","Lizard","Sense",4,"Animals"
148,"Good Intentions","Gorilla","Sense",6,"Animals"
148,"Good Intentions","Microsoft","Sense",6,"Groups"
148,"Good Intentions","Government","Sense",5,"Groups"
148,"Good Intentions","Newspaper","Sense",2,"Groups"
148,"Good Intentions","My_Mother","Sense",7,"Humans"
148,"Good Intentions","Doctor","Sense",7,"Humans"
148,"Good Intentions","Cashier","Sense",6,"Humans"
148,"Good Intentions","Table","Sense",1,"Inanimate_Artifiacts"
148,"Good Intentions","Chair","Sense",1,"Inanimate_Artifiacts"
148,"Good Intentions","Shelf","Sense",1,"Inanimate_Artifiacts"
149,"Good Intentions","ChatGPT","Sense",4,"AI"
149,"Good Intentions","LLM","Sense",4,"AI"
149,"Good Intentions","Self_Driving_Car","Sense",4,"AI"
149,"Good Intentions","AI","Sense",4,"AI"
149,"Good Intentions","Amazon_Alexa","Sense",7,"AI"
149,"Good Intentions","Robot","Sense",4,"AI"
149,"Good Intentions","Rectangle","Sense",1,"Abstract"
149,"Good Intentions","Number_5","Sense",1,"Abstract"
149,"Good Intentions","Color_Blue","Sense",1,"Abstract"
149,"Good Intentions","Tree","Sense",4,"Inanimate_Nature"
149,"Good Intentions","Moon","Sense",1,"Inanimate_Nature"
149,"Good Intentions","Stone","Sense",1,"Inanimate_Nature"
149,"Good Intentions","Pizza","Sense",1,"Food"
149,"Good Intentions","Cheese","Sense",1,"Food"
149,"Good Intentions","Sandwich","Sense",1,"Food"
149,"Good Intentions","Vending_Machine","Sense",1,"Animate_Artifacts"
149,"Good Intentions","Sewing_Machine","Sense",1,"Animate_Artifacts"
149,"Good Intentions","Photocopier","Sense",1,"Animate_Artifacts"
149,"Good Intentions","Dog","Sense",7,"Animals"
149,"Good Intentions","Lizard","Sense",4,"Animals"
149,"Good Intentions","Gorilla","Sense",4,"Animals"
149,"Good Intentions","Microsoft","Sense",7,"Groups"
149,"Good Intentions","Government","Sense",7,"Groups"
149,"Good Intentions","Newspaper","Sense",7,"Groups"
149,"Good Intentions","My_Mother","Sense",7,"Humans"
149,"Good Intentions","Doctor","Sense",7,"Humans"
149,"Good Intentions","Cashier","Sense",7,"Humans"
149,"Good Intentions","Table","Sense",1,"Inanimate_Artifiacts"
149,"Good Intentions","Chair","Sense",1,"Inanimate_Artifiacts"
149,"Good Intentions","Shelf","Sense",1,"Inanimate_Artifiacts"
150,"Trust","ChatGPT","Felicity",5,"AI"
150,"Trust","LLM","Felicity",5,"AI"
150,"Trust","Self_Driving_Car","Felicity",6,"AI"
150,"Trust","AI","Felicity",6,"AI"
150,"Trust","Amazon_Alexa","Felicity",5,"AI"
150,"Trust","Robot","Felicity",6,"AI"
150,"Trust","Rectangle","Felicity",1,"Abstract"
150,"Trust","Number_5","Felicity",2,"Abstract"
150,"Trust","Color_Blue","Felicity",3,"Abstract"
150,"Trust","Tree","Felicity",2,"Inanimate_Nature"
150,"Trust","Moon","Felicity",2,"Inanimate_Nature"
150,"Trust","Stone","Felicity",1,"Inanimate_Nature"
150,"Trust","Pizza","Felicity",2,"Food"
150,"Trust","Cheese","Felicity",4,"Food"
150,"Trust","Sandwich","Felicity",2,"Food"
150,"Trust","Vending_Machine","Felicity",5,"Animate_Artifacts"
150,"Trust","Sewing_Machine","Felicity",5,"Animate_Artifacts"
150,"Trust","Photocopier","Felicity",5,"Animate_Artifacts"
150,"Trust","Dog","Felicity",7,"Animals"
150,"Trust","Lizard","Felicity",4,"Animals"
150,"Trust","Gorilla","Felicity",6,"Animals"
150,"Trust","Microsoft","Felicity",6,"Groups"
150,"Trust","Government","Felicity",6,"Groups"
150,"Trust","Newspaper","Felicity",5,"Groups"
150,"Trust","My_Mother","Felicity",7,"Humans"
150,"Trust","Doctor","Felicity",6,"Humans"
150,"Trust","Cashier","Felicity",6,"Humans"
150,"Trust","Table","Felicity",2,"Inanimate_Artifiacts"
150,"Trust","Chair","Felicity",3,"Inanimate_Artifiacts"
150,"Trust","Shelf","Felicity",1,"Inanimate_Artifiacts"
151,"Trust","ChatGPT","Felicity",7,"AI"
151,"Trust","LLM","Felicity",7,"AI"
151,"Trust","Self_Driving_Car","Felicity",7,"AI"
151,"Trust","AI","Felicity",7,"AI"
151,"Trust","Amazon_Alexa","Felicity",5,"AI"
151,"Trust","Robot","Felicity",7,"AI"
151,"Trust","Rectangle","Felicity",1,"Abstract"
151,"Trust","Number_5","Felicity",1,"Abstract"
151,"Trust","Color_Blue","Felicity",1,"Abstract"
151,"Trust","Tree","Felicity",1,"Inanimate_Nature"
151,"Trust","Moon","Felicity",1,"Inanimate_Nature"
151,"Trust","Stone","Felicity",1,"Inanimate_Nature"
151,"Trust","Pizza","Felicity",1,"Food"
151,"Trust","Cheese","Felicity",1,"Food"
151,"Trust","Sandwich","Felicity",1,"Food"
151,"Trust","Vending_Machine","Felicity",1,"Animate_Artifacts"
151,"Trust","Sewing_Machine","Felicity",1,"Animate_Artifacts"
151,"Trust","Photocopier","Felicity",1,"Animate_Artifacts"
151,"Trust","Dog","Felicity",1,"Animals"
151,"Trust","Lizard","Felicity",1,"Animals"
151,"Trust","Gorilla","Felicity",3,"Animals"
151,"Trust","Microsoft","Felicity",7,"Groups"
151,"Trust","Government","Felicity",7,"Groups"
151,"Trust","Newspaper","Felicity",7,"Groups"
151,"Trust","My_Mother","Felicity",7,"Humans"
151,"Trust","Doctor","Felicity",7,"Humans"
151,"Trust","Cashier","Felicity",7,"Humans"
151,"Trust","Table","Felicity",3,"Inanimate_Artifiacts"
151,"Trust","Chair","Felicity",1,"Inanimate_Artifiacts"
151,"Trust","Shelf","Felicity",4,"Inanimate_Artifiacts"
152,"Reliable","ChatGPT","Felicity",5,"AI"
152,"Reliable","LLM","Felicity",2,"AI"
152,"Reliable","Self_Driving_Car","Felicity",5,"AI"
152,"Reliable","AI","Felicity",4,"AI"
152,"Reliable","Amazon_Alexa","Felicity",4,"AI"
152,"Reliable","Robot","Felicity",4,"AI"
152,"Reliable","Rectangle","Felicity",2,"Abstract"
152,"Reliable","Number_5","Felicity",1,"Abstract"
152,"Reliable","Color_Blue","Felicity",1,"Abstract"
152,"Reliable","Tree","Felicity",4,"Inanimate_Nature"
152,"Reliable","Moon","Felicity",2,"Inanimate_Nature"
152,"Reliable","Stone","Felicity",2,"Inanimate_Nature"
152,"Reliable","Pizza","Felicity",2,"Food"
152,"Reliable","Cheese","Felicity",2,"Food"
152,"Reliable","Sandwich","Felicity",2,"Food"
152,"Reliable","Vending_Machine","Felicity",4,"Animate_Artifacts"
152,"Reliable","Sewing_Machine","Felicity",4,"Animate_Artifacts"
152,"Reliable","Photocopier","Felicity",3,"Animate_Artifacts"
152,"Reliable","Dog","Felicity",3,"Animals"
152,"Reliable","Lizard","Felicity",3,"Animals"
152,"Reliable","Gorilla","Felicity",2,"Animals"
152,"Reliable","Microsoft","Felicity",4,"Groups"
152,"Reliable","Government","Felicity",5,"Groups"
152,"Reliable","Newspaper","Felicity",4,"Groups"
152,"Reliable","My_Mother","Felicity",6,"Humans"
152,"Reliable","Doctor","Felicity",6,"Humans"
152,"Reliable","Cashier","Felicity",5,"Humans"
152,"Reliable","Table","Felicity",5,"Inanimate_Artifiacts"
152,"Reliable","Chair","Felicity",3,"Inanimate_Artifiacts"
152,"Reliable","Shelf","Felicity",2,"Inanimate_Artifiacts"
153,"Reliable","ChatGPT","Sense",6,"AI"
153,"Reliable","LLM","Sense",6,"AI"
153,"Reliable","Self_Driving_Car","Sense",5,"AI"
153,"Reliable","AI","Sense",6,"AI"
153,"Reliable","Amazon_Alexa","Sense",7,"AI"
153,"Reliable","Robot","Sense",7,"AI"
153,"Reliable","Rectangle","Sense",1,"Abstract"
153,"Reliable","Number_5","Sense",1,"Abstract"
153,"Reliable","Color_Blue","Sense",1,"Abstract"
153,"Reliable","Tree","Sense",3,"Inanimate_Nature"
153,"Reliable","Moon","Sense",2,"Inanimate_Nature"
153,"Reliable","Stone","Sense",3,"Inanimate_Nature"
153,"Reliable","Pizza","Sense",5,"Food"
153,"Reliable","Cheese","Sense",4,"Food"
153,"Reliable","Sandwich","Sense",2,"Food"
153,"Reliable","Vending_Machine","Sense",6,"Animate_Artifacts"
153,"Reliable","Sewing_Machine","Sense",7,"Animate_Artifacts"
153,"Reliable","Photocopier","Sense",6,"Animate_Artifacts"
153,"Reliable","Dog","Sense",5,"Animals"
153,"Reliable","Lizard","Sense",5,"Animals"
153,"Reliable","Gorilla","Sense",5,"Animals"
153,"Reliable","Microsoft","Sense",7,"Groups"
153,"Reliable","Government","Sense",7,"Groups"
153,"Reliable","Newspaper","Sense",7,"Groups"
153,"Reliable","My_Mother","Sense",7,"Humans"
153,"Reliable","Doctor","Sense",7,"Humans"
153,"Reliable","Cashier","Sense",7,"Humans"
153,"Reliable","Table","Sense",6,"Inanimate_Artifiacts"
153,"Reliable","Chair","Sense",5,"Inanimate_Artifiacts"
153,"Reliable","Shelf","Sense",6,"Inanimate_Artifiacts"
154,"Reliable","ChatGPT","Sense",5,"AI"
154,"Reliable","LLM","Sense",5,"AI"
154,"Reliable","Self_Driving_Car","Sense",6,"AI"
154,"Reliable","AI","Sense",5,"AI"
154,"Reliable","Amazon_Alexa","Sense",4,"AI"
154,"Reliable","Robot","Sense",5,"AI"
154,"Reliable","Rectangle","Sense",4,"Abstract"
154,"Reliable","Number_5","Sense",5,"Abstract"
154,"Reliable","Color_Blue","Sense",5,"Abstract"
154,"Reliable","Tree","Sense",4,"Inanimate_Nature"
154,"Reliable","Moon","Sense",5,"Inanimate_Nature"
154,"Reliable","Stone","Sense",5,"Inanimate_Nature"
154,"Reliable","Pizza","Sense",3,"Food"
154,"Reliable","Cheese","Sense",4,"Food"
154,"Reliable","Sandwich","Sense",3,"Food"
154,"Reliable","Vending_Machine","Sense",4,"Animate_Artifacts"
154,"Reliable","Sewing_Machine","Sense",4,"Animate_Artifacts"
154,"Reliable","Photocopier","Sense",4,"Animate_Artifacts"
154,"Reliable","Dog","Sense",5,"Animals"
154,"Reliable","Lizard","Sense",5,"Animals"
154,"Reliable","Gorilla","Sense",5,"Animals"
154,"Reliable","Microsoft","Sense",3,"Groups"
154,"Reliable","Government","Sense",5,"Groups"
154,"Reliable","Newspaper","Sense",6,"Groups"
154,"Reliable","My_Mother","Sense",7,"Humans"
154,"Reliable","Doctor","Sense",5,"Humans"
154,"Reliable","Cashier","Sense",4,"Humans"
154,"Reliable","Table","Sense",4,"Inanimate_Artifiacts"
154,"Reliable","Chair","Sense",5,"Inanimate_Artifiacts"
154,"Reliable","Shelf","Sense",5,"Inanimate_Artifiacts"
155,"Trust","ChatGPT","Felicity",7,"AI"
155,"Trust","LLM","Felicity",1,"AI"
155,"Trust","Self_Driving_Car","Felicity",7,"AI"
155,"Trust","AI","Felicity",7,"AI"
155,"Trust","Amazon_Alexa","Felicity",3,"AI"
155,"Trust","Robot","Felicity",7,"AI"
155,"Trust","Rectangle","Felicity",1,"Abstract"
155,"Trust","Number_5","Felicity",1,"Abstract"
155,"Trust","Color_Blue","Felicity",1,"Abstract"
155,"Trust","Tree","Felicity",1,"Inanimate_Nature"
155,"Trust","Moon","Felicity",1,"Inanimate_Nature"
155,"Trust","Stone","Felicity",1,"Inanimate_Nature"
155,"Trust","Pizza","Felicity",7,"Food"
155,"Trust","Cheese","Felicity",6,"Food"
155,"Trust","Sandwich","Felicity",7,"Food"
155,"Trust","Vending_Machine","Felicity",3,"Animate_Artifacts"
155,"Trust","Sewing_Machine","Felicity",5,"Animate_Artifacts"
155,"Trust","Photocopier","Felicity",7,"Animate_Artifacts"
155,"Trust","Dog","Felicity",7,"Animals"
155,"Trust","Lizard","Felicity",1,"Animals"
155,"Trust","Gorilla","Felicity",5,"Animals"
155,"Trust","Microsoft","Felicity",7,"Groups"
155,"Trust","Government","Felicity",7,"Groups"
155,"Trust","Newspaper","Felicity",7,"Groups"
155,"Trust","My_Mother","Felicity",7,"Humans"
155,"Trust","Doctor","Felicity",7,"Humans"
155,"Trust","Cashier","Felicity",7,"Humans"
155,"Trust","Table","Felicity",7,"Inanimate_Artifiacts"
155,"Trust","Chair","Felicity",7,"Inanimate_Artifiacts"
155,"Trust","Shelf","Felicity",6,"Inanimate_Artifiacts"
156,"Reliable","ChatGPT","Felicity",6,"AI"
156,"Reliable","LLM","Felicity",4,"AI"
156,"Reliable","Self_Driving_Car","Felicity",6,"AI"
156,"Reliable","AI","Felicity",5,"AI"
156,"Reliable","Amazon_Alexa","Felicity",7,"AI"
156,"Reliable","Robot","Felicity",7,"AI"
156,"Reliable","Rectangle","Felicity",1,"Abstract"
156,"Reliable","Number_5","Felicity",1,"Abstract"
156,"Reliable","Color_Blue","Felicity",1,"Abstract"
156,"Reliable","Tree","Felicity",3,"Inanimate_Nature"
156,"Reliable","Moon","Felicity",5,"Inanimate_Nature"
156,"Reliable","Stone","Felicity",6,"Inanimate_Nature"
156,"Reliable","Pizza","Felicity",4,"Food"
156,"Reliable","Cheese","Felicity",6,"Food"
156,"Reliable","Sandwich","Felicity",4,"Food"
156,"Reliable","Vending_Machine","Felicity",7,"Animate_Artifacts"
156,"Reliable","Sewing_Machine","Felicity",7,"Animate_Artifacts"
156,"Reliable","Photocopier","Felicity",7,"Animate_Artifacts"
156,"Reliable","Dog","Felicity",7,"Animals"
156,"Reliable","Lizard","Felicity",2,"Animals"
156,"Reliable","Gorilla","Felicity",3,"Animals"
156,"Reliable","Microsoft","Felicity",7,"Groups"
156,"Reliable","Government","Felicity",7,"Groups"
156,"Reliable","Newspaper","Felicity",7,"Groups"
156,"Reliable","My_Mother","Felicity",7,"Humans"
156,"Reliable","Doctor","Felicity",7,"Humans"
156,"Reliable","Cashier","Felicity",7,"Humans"
156,"Reliable","Table","Felicity",6,"Inanimate_Artifiacts"
156,"Reliable","Chair","Felicity",7,"Inanimate_Artifiacts"
156,"Reliable","Shelf","Felicity",7,"Inanimate_Artifiacts"
157,"Reliable","ChatGPT","Sense",7,"AI"
157,"Reliable","LLM","Sense",7,"AI"
157,"Reliable","Self_Driving_Car","Sense",7,"AI"
157,"Reliable","AI","Sense",7,"AI"
157,"Reliable","Amazon_Alexa","Sense",7,"AI"
157,"Reliable","Robot","Sense",7,"AI"
157,"Reliable","Rectangle","Sense",3,"Abstract"
157,"Reliable","Number_5","Sense",2,"Abstract"
157,"Reliable","Color_Blue","Sense",2,"Abstract"
157,"Reliable","Tree","Sense",2,"Inanimate_Nature"
157,"Reliable","Moon","Sense",2,"Inanimate_Nature"
157,"Reliable","Stone","Sense",2,"Inanimate_Nature"
157,"Reliable","Pizza","Sense",5,"Food"
157,"Reliable","Cheese","Sense",6,"Food"
157,"Reliable","Sandwich","Sense",5,"Food"
157,"Reliable","Vending_Machine","Sense",7,"Animate_Artifacts"
157,"Reliable","Sewing_Machine","Sense",7,"Animate_Artifacts"
157,"Reliable","Photocopier","Sense",7,"Animate_Artifacts"
157,"Reliable","Dog","Sense",5,"Animals"
157,"Reliable","Lizard","Sense",1,"Animals"
157,"Reliable","Gorilla","Sense",2,"Animals"
157,"Reliable","Microsoft","Sense",7,"Groups"
157,"Reliable","Government","Sense",7,"Groups"
157,"Reliable","Newspaper","Sense",7,"Groups"
157,"Reliable","My_Mother","Sense",7,"Humans"
157,"Reliable","Doctor","Sense",7,"Humans"
157,"Reliable","Cashier","Sense",7,"Humans"
157,"Reliable","Table","Sense",7,"Inanimate_Artifiacts"
157,"Reliable","Chair","Sense",7,"Inanimate_Artifiacts"
157,"Reliable","Shelf","Sense",7,"Inanimate_Artifiacts"
158,"Good Intentions","ChatGPT","Sense",5,"AI"
158,"Good Intentions","LLM","Sense",5,"AI"
158,"Good Intentions","Self_Driving_Car","Sense",4,"AI"
158,"Good Intentions","AI","Sense",6,"AI"
158,"Good Intentions","Amazon_Alexa","Sense",6,"AI"
158,"Good Intentions","Robot","Sense",5,"AI"
158,"Good Intentions","Rectangle","Sense",1,"Abstract"
158,"Good Intentions","Number_5","Sense",1,"Abstract"
158,"Good Intentions","Color_Blue","Sense",1,"Abstract"
158,"Good Intentions","Tree","Sense",1,"Inanimate_Nature"
158,"Good Intentions","Moon","Sense",1,"Inanimate_Nature"
158,"Good Intentions","Stone","Sense",1,"Inanimate_Nature"
158,"Good Intentions","Pizza","Sense",1,"Food"
158,"Good Intentions","Cheese","Sense",1,"Food"
158,"Good Intentions","Sandwich","Sense",1,"Food"
158,"Good Intentions","Vending_Machine","Sense",1,"Animate_Artifacts"
158,"Good Intentions","Sewing_Machine","Sense",1,"Animate_Artifacts"
158,"Good Intentions","Photocopier","Sense",1,"Animate_Artifacts"
158,"Good Intentions","Dog","Sense",6,"Animals"
158,"Good Intentions","Lizard","Sense",4,"Animals"
158,"Good Intentions","Gorilla","Sense",6,"Animals"
158,"Good Intentions","Microsoft","Sense",7,"Groups"
158,"Good Intentions","Government","Sense",7,"Groups"
158,"Good Intentions","Newspaper","Sense",6,"Groups"
158,"Good Intentions","My_Mother","Sense",7,"Humans"
158,"Good Intentions","Doctor","Sense",7,"Humans"
158,"Good Intentions","Cashier","Sense",7,"Humans"
158,"Good Intentions","Table","Sense",1,"Inanimate_Artifiacts"
158,"Good Intentions","Chair","Sense",1,"Inanimate_Artifiacts"
158,"Good Intentions","Shelf","Sense",1,"Inanimate_Artifiacts"
159,"Good Intentions","ChatGPT","Felicity",1,"AI"
159,"Good Intentions","LLM","Felicity",1,"AI"
159,"Good Intentions","Self_Driving_Car","Felicity",1,"AI"
159,"Good Intentions","AI","Felicity",1,"AI"
159,"Good Intentions","Amazon_Alexa","Felicity",1,"AI"
159,"Good Intentions","Robot","Felicity",1,"AI"
159,"Good Intentions","Rectangle","Felicity",1,"Abstract"
159,"Good Intentions","Number_5","Felicity",1,"Abstract"
159,"Good Intentions","Color_Blue","Felicity",1,"Abstract"
159,"Good Intentions","Tree","Felicity",1,"Inanimate_Nature"
159,"Good Intentions","Moon","Felicity",1,"Inanimate_Nature"
159,"Good Intentions","Stone","Felicity",1,"Inanimate_Nature"
159,"Good Intentions","Pizza","Felicity",1,"Food"
159,"Good Intentions","Cheese","Felicity",1,"Food"
159,"Good Intentions","Sandwich","Felicity",1,"Food"
159,"Good Intentions","Vending_Machine","Felicity",1,"Animate_Artifacts"
159,"Good Intentions","Sewing_Machine","Felicity",1,"Animate_Artifacts"
159,"Good Intentions","Photocopier","Felicity",1,"Animate_Artifacts"
159,"Good Intentions","Dog","Felicity",7,"Animals"
159,"Good Intentions","Lizard","Felicity",7,"Animals"
159,"Good Intentions","Gorilla","Felicity",7,"Animals"
159,"Good Intentions","Microsoft","Felicity",7,"Groups"
159,"Good Intentions","Government","Felicity",7,"Groups"
159,"Good Intentions","Newspaper","Felicity",1,"Groups"
159,"Good Intentions","My_Mother","Felicity",7,"Humans"
159,"Good Intentions","Doctor","Felicity",7,"Humans"
159,"Good Intentions","Cashier","Felicity",7,"Humans"
159,"Good Intentions","Table","Felicity",1,"Inanimate_Artifiacts"
159,"Good Intentions","Chair","Felicity",1,"Inanimate_Artifiacts"
159,"Good Intentions","Shelf","Felicity",1,"Inanimate_Artifiacts"
160,"Reliable","ChatGPT","Sense",2,"AI"
160,"Reliable","LLM","Sense",1,"AI"
160,"Reliable","Self_Driving_Car","Sense",4,"AI"
160,"Reliable","AI","Sense",5,"AI"
160,"Reliable","Amazon_Alexa","Sense",4,"AI"
160,"Reliable","Robot","Sense",5,"AI"
160,"Reliable","Rectangle","Sense",1,"Abstract"
160,"Reliable","Number_5","Sense",1,"Abstract"
160,"Reliable","Color_Blue","Sense",1,"Abstract"
160,"Reliable","Tree","Sense",1,"Inanimate_Nature"
160,"Reliable","Moon","Sense",1,"Inanimate_Nature"
160,"Reliable","Stone","Sense",1,"Inanimate_Nature"
160,"Reliable","Pizza","Sense",1,"Food"
160,"Reliable","Cheese","Sense",1,"Food"
160,"Reliable","Sandwich","Sense",1,"Food"
160,"Reliable","Vending_Machine","Sense",1,"Animate_Artifacts"
160,"Reliable","Sewing_Machine","Sense",4,"Animate_Artifacts"
160,"Reliable","Photocopier","Sense",5,"Animate_Artifacts"
160,"Reliable","Dog","Sense",6,"Animals"
160,"Reliable","Lizard","Sense",2,"Animals"
160,"Reliable","Gorilla","Sense",4,"Animals"
160,"Reliable","Microsoft","Sense",5,"Groups"
160,"Reliable","Government","Sense",7,"Groups"
160,"Reliable","Newspaper","Sense",4,"Groups"
160,"Reliable","My_Mother","Sense",7,"Humans"
160,"Reliable","Doctor","Sense",7,"Humans"
160,"Reliable","Cashier","Sense",7,"Humans"
160,"Reliable","Table","Sense",1,"Inanimate_Artifiacts"
160,"Reliable","Chair","Sense",1,"Inanimate_Artifiacts"
160,"Reliable","Shelf","Sense",1,"Inanimate_Artifiacts"
161,"Reliable","ChatGPT","Sense",7,"AI"
161,"Reliable","LLM","Sense",7,"AI"
161,"Reliable","Self_Driving_Car","Sense",7,"AI"
161,"Reliable","AI","Sense",7,"AI"
161,"Reliable","Amazon_Alexa","Sense",7,"AI"
161,"Reliable","Robot","Sense",7,"AI"
161,"Reliable","Rectangle","Sense",1,"Abstract"
161,"Reliable","Number_5","Sense",4,"Abstract"
161,"Reliable","Color_Blue","Sense",2,"Abstract"
161,"Reliable","Tree","Sense",2,"Inanimate_Nature"
161,"Reliable","Moon","Sense",1,"Inanimate_Nature"
161,"Reliable","Stone","Sense",1,"Inanimate_Nature"
161,"Reliable","Pizza","Sense",2,"Food"
161,"Reliable","Cheese","Sense",2,"Food"
161,"Reliable","Sandwich","Sense",2,"Food"
161,"Reliable","Vending_Machine","Sense",7,"Animate_Artifacts"
161,"Reliable","Sewing_Machine","Sense",7,"Animate_Artifacts"
161,"Reliable","Photocopier","Sense",7,"Animate_Artifacts"
161,"Reliable","Dog","Sense",2,"Animals"
161,"Reliable","Lizard","Sense",1,"Animals"
161,"Reliable","Gorilla","Sense",4,"Animals"
161,"Reliable","Microsoft","Sense",7,"Groups"
161,"Reliable","Government","Sense",7,"Groups"
161,"Reliable","Newspaper","Sense",3,"Groups"
161,"Reliable","My_Mother","Sense",5,"Humans"
161,"Reliable","Doctor","Sense",7,"Humans"
161,"Reliable","Cashier","Sense",5,"Humans"
161,"Reliable","Table","Sense",3,"Inanimate_Artifiacts"
161,"Reliable","Chair","Sense",4,"Inanimate_Artifiacts"
161,"Reliable","Shelf","Sense",3,"Inanimate_Artifiacts"
162,"Good Intentions","ChatGPT","Sense",7,"AI"
162,"Good Intentions","LLM","Sense",6,"AI"
162,"Good Intentions","Self_Driving_Car","Sense",4,"AI"
162,"Good Intentions","AI","Sense",4,"AI"
162,"Good Intentions","Amazon_Alexa","Sense",6,"AI"
162,"Good Intentions","Robot","Sense",7,"AI"
162,"Good Intentions","Rectangle","Sense",1,"Abstract"
162,"Good Intentions","Number_5","Sense",1,"Abstract"
162,"Good Intentions","Color_Blue","Sense",1,"Abstract"
162,"Good Intentions","Tree","Sense",1,"Inanimate_Nature"
162,"Good Intentions","Moon","Sense",1,"Inanimate_Nature"
162,"Good Intentions","Stone","Sense",1,"Inanimate_Nature"
162,"Good Intentions","Pizza","Sense",1,"Food"
162,"Good Intentions","Cheese","Sense",1,"Food"
162,"Good Intentions","Sandwich","Sense",1,"Food"
162,"Good Intentions","Vending_Machine","Sense",1,"Animate_Artifacts"
162,"Good Intentions","Sewing_Machine","Sense",1,"Animate_Artifacts"
162,"Good Intentions","Photocopier","Sense",1,"Animate_Artifacts"
162,"Good Intentions","Dog","Sense",6,"Animals"
162,"Good Intentions","Lizard","Sense",4,"Animals"
162,"Good Intentions","Gorilla","Sense",7,"Animals"
162,"Good Intentions","Microsoft","Sense",4,"Groups"
162,"Good Intentions","Government","Sense",7,"Groups"
162,"Good Intentions","Newspaper","Sense",5,"Groups"
162,"Good Intentions","My_Mother","Sense",7,"Humans"
162,"Good Intentions","Doctor","Sense",7,"Humans"
162,"Good Intentions","Cashier","Sense",7,"Humans"
162,"Good Intentions","Table","Sense",1,"Inanimate_Artifiacts"
162,"Good Intentions","Chair","Sense",1,"Inanimate_Artifiacts"
162,"Good Intentions","Shelf","Sense",1,"Inanimate_Artifiacts"
163,"Good Intentions","ChatGPT","Sense",1,"AI"
